city,avgCoveredCharges,averagePayments
ATLANTIC CITY,47640,5063
BAYONNE,96217,7026
BELLEVILLE,40801,5352
BERLIN,37716,4986
BRICK,39104,4442
CAMDEN,39466,6502
CAPE MAY COURT,18390,4494
DENVILLE,35787,4868
EAST ORANGE,34404,5494
EDISON,42054,5372
ELIZABETH,29110,5869
ELMER,32705,4409
ENGLEWOOD,40945,5704
FLEMINGTON,23252,5070
FREEHOLD,30273,4640
HACKENSACK,44112,5926
HACKETTSTOWN,38895,4866
HAMILTON,42346,4370
HOBOKEN,37785,6783
HOLMDEL,32705,4495
JERSEY CITY,43353,6844
LAKEWOOD,36188,4768
LIVINGSTON,45967,6495
LONG BRANCH,40305,6063
MANAHAWKIN,27372,4339
MONTCLAIR,30786,6175
MORRISTOWN,25732,5707
MOUNT HOLLY,39891,5052
NEPTUNE,39587,5197
NEW BRUNSWICK,56938,6989
NEWARK,38768,8264
NEWTON,50636,5030
NORTH BERGEN,34335,6144
PARAMUS,27296,7037
PASSAIC,29544,6029
PATERSON,39203,6755
PENNINGTON,55249,5565
PERTH AMBOY,42940,5776
PHILLIPSBURG,37309,5511
POMPTON PLAINS,29306,4913
PRINCETON,32099,5072
RAHWAY,48744,4896
RED BANK,35167,4611
RIDGEWOOD,25394,5079
SALEM,29388,4726
SECAUCUS,42095,5393
SOMERS POINT,38443,4646
SOMERVILLE,54966,4817
STRATFORD,36550,5779
SUMMIT,23101,5641
SUSSEX,27577,4793
TEANECK,25682,5381
TOMS RIVER,34266,4406
TRENTON,55583,5878
VINELAND,36138,5044
WILLINGBORO,41217,4769
WOODBURY,39418,4687
