city,avgCoveredCharges,averagePayments
ATLANTIC CITY,80553,11573
BAYONNE,164729,10755
BELLEVILLE,82766,12092
BERLIN,90071,13666
BRICK,95138,10772
CAMDEN,92698,14203
CAPE MAY COURT,33498,9965
DENVILLE,63086,10661
EAST ORANGE,59854,12431
EDISON,81789,12018
ELIZABETH,66680,12846
ELMER,61092,9916
ENGLEWOOD,83853,12844
FLEMINGTON,45868,11864
FREEHOLD,55560,10341
HACKENSACK,96097,13888
HACKETTSTOWN,63073,11278
HAMILTON,83852,9754
HOBOKEN,130442,19079
HOLMDEL,63951,10122
JERSEY CITY,110927,15493
LAKEWOOD,84719,10814
LIVINGSTON,75115,14602
LONG BRANCH,90974,14094
MANAHAWKIN,52532,10287
MONTCLAIR,81805,15002
MORRISTOWN,60069,13230
MOUNT HOLLY,70677,10693
NEPTUNE,99357,13313
NEW BRUNSWICK,113804,15639
NEWARK,79577,19175
NEWTON,105126,11353
NORTH BERGEN,86152,14960
PASSAIC,79609,13576
PATERSON,87812,15390
PENNINGTON,83187,11987
PERTH AMBOY,85266,12873
PHILLIPSBURG,81786,12120
POMPTON PLAINS,69361,11023
PRINCETON,56070,12854
RAHWAY,111323,10286
RED BANK,73408,9849
RIDGEWOOD,61984,12740
SALEM,48674,10037
SECAUCUS,101938,12341
SOMERS POINT,83457,11301
SOMERVILLE,112198,12578
STRATFORD,78891,13193
SUMMIT,51970,12754
TEANECK,67971,11954
TOMS RIVER,74700,9925
TRENTON,105591,13707
VINELAND,79127,12021
WILLINGBORO,111778,11933
WOODBURY,75104,10756
