city,avgCoveredCharges,averagePayments
ATLANTIC CITY,53466,5139
BAYONNE,91222,4764
BELLEVILLE,38939,5198
BERLIN,38322,4863
BRICK,39498,4278
CAMDEN,38890,6024
CAPE MAY COURT,16635,4301
DENVILLE,31769,4596
EAST ORANGE,35422,5312
EDISON,36512,5069
ELIZABETH,29410,5714
ELMER,36835,4192
ENGLEWOOD,38696,5486
FLEMINGTON,16942,4996
FREEHOLD,29433,4500
HACKENSACK,43245,5635
HACKETTSTOWN,37445,4626
HAMILTON,38526,4359
HOBOKEN,36460,6554
HOLMDEL,28999,4197
JERSEY CITY,44780,6531
LAKEWOOD,27944,4605
LIVINGSTON,38200,6147
LONG BRANCH,37610,5595
MANAHAWKIN,29119,4175
MONTCLAIR,28639,5956
MORRISTOWN,25828,5544
MOUNT HOLLY,31072,4413
NEPTUNE,34881,4917
NEW BRUNSWICK,51907,6211
NEWARK,42311,7851
NEWTON,44639,5165
NORTH BERGEN,37392,6158
PARAMUS,21449,6755
PASSAIC,29857,5413
PATERSON,48427,6572
PENNINGTON,30201,4762
PERTH AMBOY,44548,5571
PHILLIPSBURG,40935,5288
POMPTON PLAINS,30136,4621
PRINCETON,25581,4887
RAHWAY,52391,4212
RED BANK,38496,4279
RIDGEWOOD,23411,4710
SALEM,30493,4517
SECAUCUS,61476,5104
SOMERS POINT,39293,4138
SOMERVILLE,56962,4696
STRATFORD,36095,5482
SUMMIT,22363,5512
SUSSEX,31690,4573
TEANECK,23072,4993
TOMS RIVER,33680,4233
TRENTON,62757,6381
VINELAND,36008,4818
WILLINGBORO,40493,4484
WOODBURY,35349,4459
