city,avgCoveredCharges,averagePayments
ATLANTIC CITY,72435,8306
BERLIN,61574,7267
BRICK,59526,7081
CAMDEN,48791,8833
CAPE MAY COURT,26347,6560
DENVILLE,52756,7150
EDISON,55980,8469
ENGLEWOOD,66880,8369
FREEHOLD,41145,6721
HACKENSACK,56498,8280
HAMILTON,74084,6502
LIVINGSTON,52154,9240
LONG BRANCH,66873,9064
MANAHAWKIN,33916,6399
MORRISTOWN,42130,8444
MOUNT HOLLY,58766,8773
NEPTUNE,66214,7646
NEW BRUNSWICK,76396,9045
NEWARK,85202,12344
NEWTON,79592,7165
PATERSON,75396,9875
POMPTON PLAINS,38940,7083
PRINCETON,42976,7232
RAHWAY,88130,6502
RED BANK,60869,6500
RIDGEWOOD,36478,7396
SOMERS POINT,60284,6465
SOMERVILLE,94912,7584
STRATFORD,55469,8442
SUMMIT,29758,8061
TOMS RIVER,59228,6782
VINELAND,62183,7342
WILLINGBORO,61830,6552
WOODBURY,51042,6746
