city,avgCoveredCharges,averagePayments
ATLANTIC CITY,51270,6032
BAYONNE,105756,5807
BELLEVILLE,41603,6215
BERLIN,38857,5876
BRICK,42504,5147
CAMDEN,40460,7527
CAPE MAY COURT,16512,5237
DENVILLE,36856,5541
EAST ORANGE,38016,6280
EDISON,44184,6201
ELIZABETH,36170,6958
ELMER,37474,5050
ENGLEWOOD,47927,6651
FLEMINGTON,18252,5727
FREEHOLD,33109,5368
HACKENSACK,50056,6991
HACKETTSTOWN,44414,5620
HAMILTON,46879,5331
HOBOKEN,41849,7996
HOLMDEL,36066,5067
JERSEY CITY,45379,7759
LAKEWOOD,37042,5715
LIVINGSTON,49717,7755
LONG BRANCH,47730,7190
MANAHAWKIN,37025,5249
MONTCLAIR,28182,7150
MORRISTOWN,27916,6778
MOUNT HOLLY,38606,5713
NEPTUNE,36400,6148
NEW BRUNSWICK,53690,7288
NEWARK,35373,9427
NEWTON,52828,6884
NORTH BERGEN,44238,7176
PARAMUS,42658,8103
PASSAIC,32966,6737
PATERSON,44866,7942
PENNINGTON,44023,6320
PERTH AMBOY,47730,6631
PHILLIPSBURG,41721,6471
POMPTON PLAINS,30424,5610
PRINCETON,25628,5843
RAHWAY,48564,5838
RED BANK,41393,5065
RIDGEWOOD,27831,5756
SALEM,24997,5388
SECAUCUS,50254,6300
SOMERS POINT,39856,5137
SOMERVILLE,61302,5486
STRATFORD,31441,6553
SUMMIT,23922,6443
TEANECK,28718,6111
TOMS RIVER,41568,5088
TRENTON,61719,6901
VINELAND,36810,5812
WILLINGBORO,47414,5326
WOODBURY,39942,5412
