city,avgCoveredCharges,averagePayments
ATLANTIC CITY,52916,6132
BAYONNE,106533,5747
BELLEVILLE,50294,6224
BERLIN,46662,5496
BRICK,47092,5736
BROWNS MILLS,30184,6649
CAMDEN,41056,7836
CAPE MAY COURT,18334,5214
DENVILLE,36580,5613
EAST ORANGE,40536,6426
EDISON,44914,6065
ELIZABETH,37708,6954
ELMER,48624,5363
ENGLEWOOD,40893,6685
FLEMINGTON,19140,5643
FREEHOLD,32021,5332
HACKENSACK,45461,6824
HACKETTSTOWN,43564,5432
HAMILTON,53952,5112
HOBOKEN,56346,7991
HOLMDEL,40645,5066
JERSEY CITY,80540,8733
LAKEWOOD,47876,5587
LIVINGSTON,46294,7696
LONG BRANCH,49901,6999
MANAHAWKIN,31777,5061
MONTCLAIR,32604,7089
MORRISTOWN,31610,6816
MOUNT HOLLY,40228,5651
NEPTUNE,46147,6116
NEW BRUNSWICK,63601,7511
NEWARK,59020,10435
NEWTON,56072,5538
NORTH BERGEN,35686,7184
PASSAIC,40176,6622
PATERSON,54230,7913
PENNINGTON,79463,6636
PERTH AMBOY,57190,6787
PHILLIPSBURG,46988,6329
POMPTON PLAINS,33573,5694
PRINCETON,37418,6129
RAHWAY,66610,5272
RED BANK,47135,5661
RIDGEWOOD,31988,5816
SALEM,33300,5417
SOMERS POINT,51245,5350
SOMERVILLE,67866,5759
STRATFORD,44946,6679
SUMMIT,23233,6556
TEANECK,25567,6020
TOMS RIVER,44302,5249
TRENTON,97223,7505
VINELAND,41843,5983
WILLINGBORO,56884,5446
WOODBURY,46328,5429
