city,avgCoveredCharges,averagePayments
ATLANTIC CITY,44983,4962
BAYONNE,78147,4709
BELLEVILLE,36473,5113
BERLIN,35242,4359
BRICK,37229,4132
BROWNS MILLS,28777,5385
CAMDEN,37924,6038
CAPE MAY COURT,13184,4229
DENVILLE,32389,4572
EAST ORANGE,31643,5253
EDISON,34698,5011
ELIZABETH,38428,5726
ELMER,27002,4154
ENGLEWOOD,40126,5484
FLEMINGTON,14643,4582
FREEHOLD,29358,4324
HACKENSACK,36538,5550
HACKETTSTOWN,49673,4915
HAMILTON,44733,4124
HOBOKEN,33790,6477
HOLMDEL,27992,4160
JERSEY CITY,50233,6475
LAKEWOOD,35796,4464
LIVINGSTON,35793,6014
LONG BRANCH,39013,5655
MANAHAWKIN,25434,4084
MONTCLAIR,25709,5777
MORRISTOWN,26323,5439
MOUNT HOLLY,34634,4283
NEPTUNE,38043,4954
NEW BRUNSWICK,46771,5929
NEWARK,34828,7453
NEWTON,49814,4586
NORTH BERGEN,27112,5828
PASSAIC,29626,5375
PATERSON,36984,6392
PENNINGTON,49905,5267
PERTH AMBOY,45305,5584
PHILLIPSBURG,34761,5095
POMPTON PLAINS,32850,4604
PRINCETON,27008,4960
RAHWAY,49663,4129
RED BANK,34321,4403
RIDGEWOOD,21677,4701
SALEM,26026,4517
SECAUCUS,46956,5055
SOMERS POINT,41024,4177
SOMERVILLE,61921,5041
STRATFORD,39961,5636
SUMMIT,20266,5223
SUSSEX,31269,4579
TEANECK,24535,4959
TOMS RIVER,32950,4178
TRENTON,53147,5489
VINELAND,33161,4754
WILLINGBORO,37083,4362
WOODBURY,33688,4444
