city,avgCoveredCharges,averagePayments
ALTON,85436,16812
ARLINGTON HEIGH,73304,19422
AURORA,100423,21335
BARRINGTON,75032,19866
BELLEVILLE,60870,17556
CARBONDALE,56220,18572
CHICAGO,92398,27778
DECATUR,56045,18240
DEKALB,104596,23199
DOWNERS GROVE,110954,22335
EFFINGHAM,39786,16329
ELGIN,100189,20198
ELK GROVE VILLA,90247,19380
ELMHURST,94408,19322
EVANSTON,77624,23847
GENEVA,106022,21206
HARVEY,83901,21812
HERRIN,56160,18497
HINSDALE,80411,17804
HOFFMAN ESTATES,99720,22070
JOLIET,94671,19748
KANKAKEE,56315,20256
LA GRANGE,95274,21127
MARYVILLE,52536,17011
MATTOON,63504,18649
MCHENRY,67544,18635
MOUNT VERNON,47469,18051
NAPERVILLE,81876,18570
NEW LENOX,83744,22022
OAK LAWN,88290,29013
PALOS HEIGHTS,87752,19770
PARK RIDGE,66720,32788
PEORIA,97549,23236
ROCK ISLAND,53406,18667
ROCKFORD,93705,22533
SKOKIE,80045,22898
SPRINGFIELD,63263,21847
URBANA,71269,21029
WINFIELD,98030,18680
