city,avgCoveredCharges,averagePayments
BELLEVILLE,9972,5148
BERWYN,16479,7125
CENTREVILLE,6275,6909
CHICAGO,15704,8653
DECATUR,9516,5783
ELGIN,22268,5603
ELK GROVE VILLA,19355,5249
EVANSTON,18712,6259
GLENDALE HEIGHT,18299,6777
GRANITE CITY,33602,6203
HARVEY,14204,5955
HAZEL CREST,13565,5657
HINSDALE,15544,9681
HOFFMAN ESTATES,23052,5644
JOLIET,21425,5598
KANKAKEE,16641,6072
NAPERVILLE,19503,5236
NORMAL,10438,5968
OLYMPIA FIELDS,12648,6366
PALOS HEIGHTS,26387,8532
PEORIA,17650,5974
QUINCY,12821,6412
ROCK ISLAND,9526,5158
ROCKFORD,18226,5932
SPRINGFIELD,14947,5654
URBANA,14251,5754
