city,avgCoveredCharges,averagePayments
ALTON,25380,6378
ARLINGTON HEIGH,28431,6945
AURORA,47989,7833
BARRINGTON,27378,8400
BELLEVILLE,26773,6847
BERWYN,25180,9224
BLOOMINGTON,41363,8584
BLUE ISLAND,25154,8217
BOLINGBROOK,29736,6938
CANTON,16520,8357
CARBONDALE,19991,7096
CENTRALIA,15161,6930
CENTREVILLE,15905,8815
CHICAGO,33700,10203
DANVILLE,30626,7206
DECATUR,18999,7233
DEKALB,37235,7352
DIXON,32029,7210
DOWNERS GROVE,33464,7553
EFFINGHAM,13688,6675
ELGIN,37969,7711
ELK GROVE VILLA,42016,6866
ELMHURST,41690,7355
EVANSTON,29608,8855
EVERGREEN PARK,33488,7589
FREEPORT,20305,7130
GALESBURG,34443,7961
GENEVA,43484,7217
GLENDALE HEIGHT,29924,8370
GRANITE CITY,93360,8103
GREENVILLE,11690,7983
HARRISBURG,16095,6968
HARVEY,26370,7778
HAZEL CREST,24546,8765
HERRIN,19449,6705
HINSDALE,37857,7707
HOFFMAN ESTATES,41886,7966
JACKSONVILLE,22900,7751
JERSEYVILLE,10337,7088
JOLIET,33413,7573
KANKAKEE,31795,8124
LA GRANGE,29002,7675
LIBERTYVILLE,45654,8151
MACOMB,15573,8053
MARION,37127,6741
MARYVILLE,21940,6866
MATTOON,17286,6900
MAYWOOD,21894,10296
MCHENRY,30037,8057
MELROSE PARK,48614,8044
MOUNT VERNON,20636,7080
NAPERVILLE,31088,7003
NEW LENOX,22809,7211
NORMAL,16960,6981
OAK LAWN,31700,9460
OAK PARK,30717,9026
OLNEY,28682,7146
OLYMPIA FIELDS,31493,9681
OTTAWA,19379,7761
PALOS HEIGHTS,34053,7662
PARK RIDGE,31530,9517
PEKIN,28425,7059
PEORIA,31183,7433
PERU,26730,7768
PONTIAC,24861,8863
QUINCY,19998,7759
ROCK ISLAND,14279,6624
ROCKFORD,31948,8238
SHELBYVILLE,10463,7853
SILVIS,17460,6675
SKOKIE,25961,7614
SPRING VALLEY,21666,6641
SPRINGFIELD,24963,7611
STERLING,25992,7066
STREATOR,22363,8000
URBANA,33125,8715
WATSEKA,9456,7294
WAUKEGAN,42802,8124
WINFIELD,46878,8051
WOODSTOCK,27304,7130
