city,avgCoveredCharges,averagePayments
ARLINGTON HEIGH,21577,4869
AURORA,26998,5223
BARRINGTON,16029,5315
BELLEVILLE,20272,4715
BERWYN,21133,6418
BLOOMINGTON,23878,4357
BLUE ISLAND,19846,5373
BOLINGBROOK,21733,6398
CARBONDALE,11718,4609
CENTRALIA,13426,5046
CHICAGO,22753,7570
DANVILLE,29153,5007
DECATUR,17388,4855
DEKALB,21294,4797
DIXON,17974,4781
DOWNERS GROVE,21132,4794
EFFINGHAM,13212,4352
ELGIN,27433,5225
ELK GROVE VILLA,26078,4779
ELMHURST,34128,4713
EVANSTON,21751,6151
EVERGREEN PARK,20248,5363
FREEPORT,15113,5455
GALESBURG,17829,5767
GENEVA,27435,4854
GRANITE CITY,50281,5371
HARVEY,24686,5377
HAZEL CREST,18600,6388
HERRIN,14480,5968
HINSDALE,23191,6400
HOFFMAN ESTATES,22390,4871
JACKSONVILLE,14698,5219
JOLIET,27451,5188
KANKAKEE,21257,5528
LA GRANGE,26411,5789
LAKE FOREST,18448,4927
LIBERTYVILLE,26199,5512
MACOMB,10237,5161
MARYVILLE,11883,4406
MATTOON,14699,4666
MAYWOOD,22250,7591
MCHENRY,17561,4878
MELROSE PARK,37516,4871
MORRIS,14089,4584
MOUNT VERNON,10936,4581
NAPERVILLE,21785,4692
NEW LENOX,16405,5020
NORMAL,16450,4924
OAK LAWN,19213,6518
OAK PARK,20197,6413
OLNEY,11577,4766
OLYMPIA FIELDS,20228,6120
PALOS HEIGHTS,21117,5040
PARK RIDGE,22861,6839
PEORIA,22014,5288
PERU,13013,5294
QUINCY,15964,5396
ROCK ISLAND,11210,4533
ROCKFORD,22263,5620
SILVIS,13263,4964
SKOKIE,17644,6036
SPRING VALLEY,13430,4300
SPRINGFIELD,18538,5729
STERLING,22570,4630
URBANA,25958,5708
WAUKEGAN,28136,5590
WINFIELD,24518,4578
WOODSTOCK,19554,5547
