city,avgCoveredCharges,averagePayments
ARLINGTON HEIGH,30913,7919
AURORA,37714,6867
BARRINGTON,22862,7564
BELLEVILLE,27905,6558
BERWYN,26307,7702
BLUE ISLAND,26496,8497
CARBONDALE,15722,5898
CHICAGO,28476,9967
DANVILLE,37582,6167
DECATUR,20374,6164
DEKALB,32014,6154
EFFINGHAM,14079,5680
ELGIN,36135,7309
ELK GROVE VILLA,36797,6294
ELMHURST,35040,6162
EVANSTON,29528,8355
EVERGREEN PARK,30729,6490
GALESBURG,27381,8012
GENEVA,37110,6188
HARVEY,25146,6687
HAZEL CREST,25210,8757
HERRIN,17178,5984
HINSDALE,28405,6673
HOFFMAN ESTATES,35348,6532
JOLIET,42302,6644
KANKAKEE,25872,7153
LA GRANGE,28783,6990
LAKE FOREST,27609,6060
LIBERTYVILLE,43911,6718
MARYVILLE,15957,5573
MATTOON,17718,6020
MAYWOOD,18474,9608
MCHENRY,33993,6094
MORRIS,30411,7799
MOUNT VERNON,17140,5667
NAPERVILLE,29899,6596
NEW LENOX,26617,6597
NORMAL,19275,6528
OAK LAWN,29284,8729
OAK PARK,26234,8321
OLYMPIA FIELDS,30024,8299
PALOS HEIGHTS,34058,6566
PARK RIDGE,30153,8908
PEKIN,28952,5914
PEORIA,28507,7557
QUINCY,26843,7432
ROCK ISLAND,14604,5870
ROCKFORD,23438,6756
SILVIS,16001,5922
SKOKIE,33717,7868
SPRINGFIELD,18487,6848
STERLING,32080,6209
URBANA,31368,7797
WAUKEGAN,45866,7193
WINFIELD,35846,7380
WOODSTOCK,31815,7399
