city,avgCoveredCharges,averagePayments
ALTON,18469,4186
ARLINGTON HEIGH,22054,4353
AURORA,39696,7636
BARRINGTON,14285,5798
BELLEVILLE,17893,4278
BERWYN,16921,5775
BLOOMINGTON,17532,4286
BLUE ISLAND,12521,5870
BOLINGBROOK,17210,4643
CARBONDALE,10403,4483
CENTRALIA,11669,4500
CHICAGO,21589,6955
DANVILLE,22826,5571
DECATUR,14086,4329
DEKALB,18307,4436
DOWNERS GROVE,22413,5088
ELGIN,27087,5703
ELK GROVE VILLA,22919,4358
ELMHURST,28510,4341
EVANSTON,23835,5880
EVERGREEN PARK,21905,4723
FREEPORT,11991,4527
GENEVA,24204,4420
GLENDALE HEIGHT,17402,5201
GRANITE CITY,39196,5178
HARVEY,19635,4975
HAZEL CREST,17577,6283
HERRIN,13380,4699
HINSDALE,22204,5856
HOFFMAN ESTATES,23962,4616
JOLIET,28504,4642
KANKAKEE,21603,4970
LA GRANGE,19387,4779
LIBERTYVILLE,24009,5890
MARION,23077,5601
MARYVILLE,11427,4169
MAYWOOD,16798,7370
MCHENRY,18711,4586
MELROSE PARK,27868,6068
MORRIS,19023,5339
MOUNT VERNON,11511,4253
NAPERVILLE,22217,4440
NEW LENOX,12700,5012
NORMAL,16669,4547
OAK LAWN,17829,6038
OAK PARK,23860,5905
OLYMPIA FIELDS,15768,5416
PALOS HEIGHTS,19666,5265
PARK RIDGE,19834,6544
PEORIA,19035,5246
QUINCY,20068,5191
ROCK ISLAND,10976,4369
ROCKFORD,20525,4870
SKOKIE,19332,5347
SPRINGFIELD,16735,4814
URBANA,18257,4853
WAUKEGAN,21978,5181
WINFIELD,33071,5304
WOODSTOCK,16688,4689
