city,avgCoveredCharges,averagePayments
ARLINGTON HEIGH,67243,17844
AURORA,113438,21912
BARRINGTON,78399,22384
BELLEVILLE,56772,17358
BLOOMINGTON,97936,17587
BLUE ISLAND,110116,21388
CARBONDALE,52144,18461
CHICAGO,101697,27837
DECATUR,76223,17649
DOWNERS GROVE,132323,26586
ELGIN,87582,19524
ELK GROVE VILLA,104991,20880
ELMHURST,120648,21021
EVANSTON,90632,25297
HOFFMAN ESTATES,91621,18849
JOLIET,114530,23796
KANKAKEE,76470,26452
LA GRANGE,121974,19344
LIBERTYVILLE,105513,20449
MARION,118971,21574
MAYWOOD,70792,26879
MCHENRY,71236,22519
MELROSE PARK,105430,18469
NAPERVILLE,95219,21444
OAK LAWN,80627,27775
OLYMPIA FIELDS,73693,22288
PALOS HEIGHTS,89966,18092
PARK RIDGE,75670,28464
PEORIA,104584,21226
QUINCY,50203,18470
ROCK ISLAND,58034,17990
ROCKFORD,97871,22055
SKOKIE,84914,21357
SPRINGFIELD,82425,20870
URBANA,114834,22505
WINFIELD,119595,26212
