city,avgCoveredCharges,averagePayments
ALTON,23854,6076
ARLINGTON HEIGH,33100,6275
AURORA,56258,9092
BARRINGTON,25564,6781
BELLEVILLE,26090,6592
BERWYN,33682,8366
BLOOMINGTON,25873,6908
BLUE ISLAND,27370,8732
BOLINGBROOK,38391,6680
CARBONDALE,19228,6698
CENTRALIA,28017,6514
CHICAGO,41548,10406
DECATUR,27315,6791
DEKALB,38962,8776
DIXON,37302,7857
DOWNERS GROVE,30990,6290
ELGIN,43831,7172
ELK GROVE VILLA,34513,6573
ELMHURST,34753,7678
EVANSTON,39350,8301
EVERGREEN PARK,38591,8788
FREEPORT,25221,7445
GENEVA,40950,6218
GLENDALE HEIGHT,37218,8054
GRANITE CITY,90897,7380
HARVEY,27361,7193
HAZEL CREST,27229,8082
HINSDALE,36074,6760
HOFFMAN ESTATES,38564,7001
JOLIET,37393,7066
KANKAKEE,35936,7717
LA GRANGE,35279,7275
LAKE FOREST,40464,6328
LIBERTYVILLE,38864,8587
MARION,62544,6127
MARYVILLE,26464,5858
MAYWOOD,30985,10858
MCHENRY,27695,6824
MELROSE PARK,52086,7822
MORRIS,30092,6880
MOUNT VERNON,19210,6395
NAPERVILLE,31523,7231
NEW LENOX,28054,8038
NORMAL,19675,6714
OAK LAWN,32710,9704
OAK PARK,37775,9535
OLYMPIA FIELDS,28500,8201
PALOS HEIGHTS,32620,7048
PARK RIDGE,37256,8973
PEORIA,29058,7739
QUINCY,34797,7197
ROCK ISLAND,18796,6451
ROCKFORD,35226,7747
SILVIS,19174,6116
SKOKIE,39294,9109
SPRINGFIELD,22060,7027
STERLING,41835,6301
URBANA,33384,8304
WAUKEGAN,46663,8208
WINFIELD,46794,7298
