city,avgCoveredCharges,averagePayments
ANDERSON,15694,5951
AUBURN,15408,6287
AVON,21794,5893
BEECH GROVE,19121,5747
BLOOMINGTON,15016,5977
BLUFFTON,17135,5667
CARMEL,21111,6295
COLUMBIA CITY,13535,6689
COLUMBUS,17249,6227
CONNERSVILLE,17242,6417
CRAWFORDSVILLE,17452,5470
CROWN POINT,16622,5909
DANVILLE,19568,5764
DYER,18325,6174
EAST CHICAGO,16632,7055
ELKHART,17355,5913
EVANSVILLE,19797,5694
FORT WAYNE,22738,6209
FRANKLIN,15716,5641
GARY,15022,6988
GOSHEN,17238,5567
GREENFIELD,16077,5943
HAMMOND,18310,6921
HOBART,18202,6089
HUNTINGTON,16061,6973
INDIANAPOLIS,21915,7045
JASPER,8429,5280
JEFFERSONVILLE,14487,6041
KENDALLVILLE,14405,6790
KOKOMO,15685,5469
LA PORTE,22828,5482
LAFAYETTE,21088,5879
LAWRENCEBURG,19823,6203
LEBANON,17519,6721
LOGANSPORT,14889,7815
MADISON,11727,5651
MARION,13704,6068
MARTINSVILLE,20366,5651
MICHIGAN CITY,18478,6327
MISHAWAKA,19950,6779
MUNCIE,22406,7217
MUNSTER,18113,6147
NEW ALBANY,17750,5631
NEW CASTLE,19337,6849
NEWBURGH,11517,5075
NOBLESVILLE,19050,5720
PLYMOUTH,15391,6339
RICHMOND,11757,6652
SEYMOUR,12876,6215
SHELBYVILLE,21395,5879
SOUTH BEND,23491,6620
TERRE HAUTE,18971,6125
VALPARAISO,22463,6160
VINCENNES,13564,5294
WARSAW,22291,5962
WASHINGTON,9817,5932
