city,avgCoveredCharges,averagePayments
ANDERSON,33063,7442
AVON,31980,9523
BEECH GROVE,27042,6521
BLOOMINGTON,23483,7042
COLUMBUS,17387,7066
CROWN POINT,17788,6844
DYER,19425,6905
EAST CHICAGO,20266,7960
ELKHART,21523,6631
EVANSVILLE,25246,6744
FORT WAYNE,23897,7509
GARY,21654,8008
HAMMOND,18456,7889
HOBART,15331,7033
INDIANAPOLIS,24209,8859
JASPER,8944,6060
JEFFERSONVILLE,20572,7088
KOKOMO,34118,6561
LAFAYETTE,25091,8570
MADISON,19300,6367
MICHIGAN CITY,16865,6809
MISHAWAKA,21830,7775
MUNCIE,29785,7593
MUNSTER,22723,6936
NEW ALBANY,23968,6458
RICHMOND,18471,7661
SOUTH BEND,29734,7564
TERRE HAUTE,26611,7653
VALPARAISO,34807,7284
VINCENNES,19915,6647
