city,avgCoveredCharges,averagePayments
ANDERSON,31406,9447
AVON,37825,9299
BEECH GROVE,30425,8602
BLOOMINGTON,24097,8813
BLUFFTON,37221,7944
CARMEL,34662,7978
COLUMBUS,19714,8603
CONNERSVILLE,19970,9014
CROWN POINT,25004,9013
DANVILLE,20282,8497
DYER,38646,8661
EAST CHICAGO,21036,9672
ELKHART,29076,9581
EVANSVILLE,30601,8413
FORT WAYNE,36437,9138
FRANKLIN,15359,7642
GARY,25282,10064
GOSHEN,32219,8617
GREENFIELD,23578,7740
HAMMOND,33818,10332
HOBART,28274,8870
INDIANAPOLIS,29460,10348
JASPER,13332,7469
JEFFERSONVILLE,22406,8316
KENDALLVILLE,21669,9226
KNOX,28327,9828
KOKOMO,27184,8435
LA PORTE,39561,7990
LAFAYETTE,32550,8368
LAWRENCEBURG,22559,8288
LEBANON,22996,9284
LOGANSPORT,23687,10983
MADISON,25504,7966
MARION,16496,8807
MARTINSVILLE,29552,8340
MICHIGAN CITY,26116,8322
MISHAWAKA,24692,9626
MOORESVILLE,37978,8970
MUNCIE,35234,9661
MUNSTER,28226,8948
NEW ALBANY,29994,8096
NEW CASTLE,33760,9524
NOBLESVILLE,27323,8804
PLYMOUTH,19930,8905
RICHMOND,17760,9591
SEYMOUR,19602,9127
SHELBYVILLE,28054,8828
SOUTH BEND,33251,11093
TERRE HAUTE,31005,8777
VALPARAISO,36882,8952
VINCENNES,16767,8180
WARSAW,50265,8400
