city,avgCoveredCharges,averagePayments
ANDERSON,16323,5909
AVON,21677,5944
BEECH GROVE,20028,5468
BLOOMINGTON,16396,5703
BLUFFTON,23209,5695
CARMEL,21572,6763
CHARLESTOWN,9839,5459
CLARKSVILLE,21729,5083
COLUMBIA CITY,12100,6371
COLUMBUS,13346,5771
CONNERSVILLE,13933,5985
CRAWFORDSVILLE,14812,5676
CROWN POINT,15456,6264
DANVILLE,16374,5351
DYER,25892,6104
EAST CHICAGO,16594,6670
ELKHART,14280,5830
EVANSVILLE,17411,5377
FORT WAYNE,20717,5960
FRANKLIN,17792,5355
GARY,15660,6708
GOSHEN,18332,5752
GREENFIELD,15703,5311
HAMMOND,17253,6700
HOBART,18726,5906
HUNTINGTON,13782,6646
INDIANAPOLIS,19310,7392
JASPER,8730,5094
JEFFERSONVILLE,14275,5572
KENDALLVILLE,14974,6975
KOKOMO,15752,5380
LA PORTE,23251,5244
LAFAYETTE,17314,5401
LAWRENCEBURG,17265,5497
LEBANON,16743,6244
LOGANSPORT,18551,7722
MADISON,15416,5444
MARION,10862,5785
MARTINSVILLE,22987,5598
MICHIGAN CITY,17372,5744
MISHAWAKA,16367,6563
MOORESVILLE,18178,5706
MUNCIE,21834,6576
MUNSTER,16997,5832
NEW ALBANY,15843,5246
NEW CASTLE,21982,6463
NOBLESVILLE,16099,5439
PLYMOUTH,12757,6007
RICHMOND,9808,6309
SEYMOUR,14455,5777
SHELBYVILLE,16237,5772
SOUTH BEND,18776,6407
TERRE HAUTE,22428,5934
VALPARAISO,21084,5776
VINCENNES,11122,5084
WARSAW,27611,5995
