city,avgCoveredCharges,averagePayments
ANDERSON,17095,5893
AUBURN,17590,6718
AVON,25525,6493
BEECH GROVE,20088,5998
BLOOMINGTON,17568,6302
BLUFFTON,28804,5606
CARMEL,26217,5469
CHARLESTOWN,15494,5602
CLARKSVILLE,17835,4719
COLUMBIA CITY,16879,6681
COLUMBUS,12651,5952
CONNERSVILLE,14480,6482
CRAWFORDSVILLE,18638,5749
CROWN POINT,17467,5919
DANVILLE,19684,6057
DYER,29343,6043
EAST CHICAGO,17658,6824
ELKHART,17880,7234
EVANSVILLE,20238,5607
FORT WAYNE,20570,6071
FRANKLIN,15987,5620
GARY,18591,6882
GOSHEN,19939,5782
GREENFIELD,16091,5531
HAMMOND,22415,7373
HOBART,17004,5977
HUNTINGTON,15059,6815
INDIANAPOLIS,22583,7433
JASPER,10028,5430
JEFFERSONVILLE,15217,5899
KENDALLVILLE,15343,6577
KNOX,17487,6385
KOKOMO,19701,5575
LA PORTE,25942,5615
LAFAYETTE,20868,6041
LAWRENCEBURG,17336,5792
LEBANON,19071,6601
LOGANSPORT,16259,7839
MADISON,17368,5572
MARION,13511,6063
MARTINSVILLE,23720,5972
MICHIGAN CITY,20646,5941
MISHAWAKA,17542,6583
MOORESVILLE,22049,5659
MUNCIE,25561,7229
MUNSTER,18932,6063
NEW ALBANY,18721,5508
NEW CASTLE,25028,7042
NOBLESVILLE,19731,5459
PLYMOUTH,16395,5833
RICHMOND,13341,6574
SEYMOUR,11728,5991
SHELBYVILLE,17026,5874
SOUTH BEND,22831,6886
TERRE HAUTE,23841,6064
VALPARAISO,26076,6011
VINCENNES,12056,5238
WARSAW,30402,6449
WASHINGTON,11696,5823
