city,avgCoveredCharges,averagePayments
BLOOMINGTON,84496,54253
CARMEL,105402,43884
EAST CHICAGO,41969,20599
EVANSVILLE,56197,16822
FORT WAYNE,87780,21241
GARY,78447,23173
HAMMOND,63273,21096
HOBART,47264,18882
INDIANAPOLIS,85816,23874
JEFFERSONVILLE,38542,17171
LAFAYETTE,76358,19705
MICHIGAN CITY,46358,17539
MISHAWAKA,47796,19154
MUNCIE,77426,22484
MUNSTER,53411,19145
NEW ALBANY,50135,16968
RICHMOND,54433,19875
SOUTH BEND,138655,31358
TERRE HAUTE,66402,20211
VALPARAISO,92055,20545
VINCENNES,35121,16983
