city,avgCoveredCharges,averagePayments
ANDERSON,12444,4665
AUBURN,12965,5047
AVON,18340,4501
BEECH GROVE,16271,4404
BLOOMINGTON,14713,4667
BLUFFTON,15466,4344
CARMEL,15882,4390
CHARLESTOWN,7215,4288
COLUMBIA CITY,12502,5199
COLUMBUS,10855,4619
CONNERSVILLE,12048,4711
CRAWFORDSVILLE,14950,4505
CROWN POINT,14705,4440
DANVILLE,11291,4369
DYER,18378,4856
EAST CHICAGO,13711,5458
ELKHART,12252,4578
EVANSVILLE,15925,4273
FORT WAYNE,17157,4774
FRANKLIN,14299,4562
GARY,12276,5308
GOSHEN,15028,4428
GREENFIELD,11928,4285
HAMMOND,14841,5472
HOBART,14419,4700
HUNTINGTON,11783,5360
INDIANAPOLIS,17527,5627
JASPER,7579,4044
JEFFERSONVILLE,11043,4595
KENDALLVILLE,13330,5129
KNOX,16220,4983
KOKOMO,15683,4352
LA PORTE,19176,4276
LAFAYETTE,19326,4720
LAWRENCEBURG,12770,4344
LEBANON,12919,5162
LOGANSPORT,15988,6195
MADISON,11955,4361
MARION,12196,4728
MARTINSVILLE,14751,4603
MICHIGAN CITY,14288,4674
MISHAWAKA,13420,5152
MOORESVILLE,14280,4406
MUNCIE,18922,5176
MUNSTER,14477,4695
NEW ALBANY,11870,4208
NEW CASTLE,18622,5158
NOBLESVILLE,12430,4420
PLYMOUTH,11913,4807
RICHMOND,10254,5089
SEYMOUR,12586,4839
SHELBYVILLE,12497,4506
SOUTH BEND,17454,5064
TERRE HAUTE,15473,4656
VALPARAISO,19236,4628
VINCENNES,11104,4278
WARSAW,20242,4355
WASHINGTON,8504,4560
