city,avgCoveredCharges,averagePayments
AUBURN,62232,11146
BAKERSFIELD,51619,10487
BERKELEY,136255,22276
BURBANK,64352,10489
BURLINGAME,34759,9423
CARMICHAEL,72748,12105
CASTRO VALLEY,50017,12828
CHICO,61219,10698
CHINO,30710,11697
CONCORD,126585,17548
COVINA,28912,13238
ESCONDIDO,48265,9885
FAIRFIELD,236456,27860
FRESNO,53550,12881
GLENDALE,148676,20999
GRASS VALLEY,51101,11932
GREENBRAE,110394,15567
HEMET,45415,10993
HUNTINGTON BEAC,18694,10980
INGLEWOOD,62994,12374
LA JOLLA,69447,10411
LA MESA,74171,11246
LAGUNA HILLS,41952,8693
LANCASTER,51287,14822
LODI,77055,11025
LONG BEACH,60149,14540
LOS ANGELES,98678,14190
MARYSVILLE,72314,13612
MISSION VIEJO,76234,10106
MODESTO,135011,14276
MONTEREY,53937,11216
MOUNTAIN VIEW,71312,10845
MURRIETA,44109,10724
NATIONAL CITY,35857,13400
NEWPORT BEACH,46442,10096
NORTHRIDGE,74306,12043
OAKLAND,72376,15008
OCEANSIDE,49324,11396
OROVILLE,34310,11202
OXNARD,52662,10987
PALM SPRINGS,114677,12224
PANORAMA CITY,21412,13464
PARADISE,118583,11406
PASADENA,72092,11846
POWAY,48575,8816
RANCHO MIRAGE,110284,10799
RED BLUFF,48314,11079
REDDING,52440,11840
ROSEVILLE,55926,13370
SACRAMENTO,82991,15232
SAN DIEGO,40665,13202
SAN FRANCISCO,128911,23126
SAN JOSE,65512,21149
SANTA MONICA,42891,10814
SANTA ROSA,58804,12439
SHERMAN OAKS,46131,11095
SONORA,70577,15257
STOCKTON,64640,17674
TARZANA,68994,10269
UPLAND,38879,10573
VISALIA,41266,11846
WALNUT CREEK,143014,24696
WHITTIER,73314,10821
