city,avgCoveredCharges,averagePayments
ANAHEIM,31828,5852
ANTIOCH,49259,7525
APPLE VALLEY,38986,6148
ARCADIA,33379,6623
BAKERSFIELD,30567,5940
BERKELEY,48534,8881
BURBANK,53779,6172
BURLINGAME,41858,6198
CAMARILLO,32804,5310
CARMICHAEL,49868,7241
CASTRO VALLEY,51353,7959
CHICO,31907,5328
CHINO,15298,6376
CHULA VISTA,42284,6685
CORONA,24646,6385
COVINA,28005,7354
CULVER CITY,31237,6276
DALY CITY,71300,7450
DOWNEY,36574,6825
ENCINITAS,34530,5311
ESCONDIDO,42545,5769
EUREKA,28189,6499
FAIRFIELD,86549,7798
FOLSOM,38103,7060
FOUNTAIN VALLEY,40175,7164
FREMONT,49398,7653
FRESNO,32550,6921
FULLERTON,38824,5390
GARDEN GROVE,28956,8543
GARDENA,23872,7416
GILROY,64557,8281
GLENDALE,35094,7030
GLENDORA,24890,6466
GRASS VALLEY,35134,5698
GREENBRAE,65445,7486
HANFORD,25574,6297
HEMET,15236,6027
HOLLYWOOD,18412,8324
HUNTINGTON BEAC,22117,6154
INGLEWOOD,34320,7050
LA JOLLA,37843,5114
LA MESA,31251,6166
LAGUNA HILLS,32596,4928
LAKEWOOD,39100,5933
LANCASTER,20700,6843
LODI,68750,6155
LOMA LINDA,31584,8940
LONG BEACH,31387,7175
LOS ALAMITOS,38300,5530
LOS ANGELES,41470,8643
LYNWOOD,28521,9029
MANTECA,59574,5653
MARINA DEL REY,32131,5166
MARYSVILLE,32897,6212
MISSION HILLS,58070,6696
MISSION VIEJO,35267,5573
MODESTO,56620,6482
MONTEBELLO,16901,7168
MONTEREY,34374,6810
MONTEREY PARK,49882,8878
MOUNTAIN VIEW,57229,6558
MURRIETA,20491,5901
NAPA,50480,6850
NEWPORT BEACH,19587,5055
NORTHRIDGE,49107,7038
OAKLAND,46352,8468
OCEANSIDE,26611,5971
ORANGE,60452,9512
OROVILLE,26649,6166
OXNARD,41735,6847
PALM SPRINGS,69965,6145
PALMDALE,24161,6915
PARADISE,66030,5705
PASADENA,39583,6420
PLACERVILLE,50694,6083
PLEASANTON,49096,6836
POMONA,37216,7644
POWAY,34502,4990
RANCHO MIRAGE,46929,5097
REDDING,41938,6597
REDWOOD CITY,52635,7322
RIVERSIDE,40276,6891
ROSEVILLE,37861,5837
SACRAMENTO,46390,7546
SALINAS,32932,7523
SAN DIEGO,30869,7243
SAN DIMAS,31449,5556
SAN FRANCISCO,49116,9926
SAN GABRIEL,46146,7292
SAN JOSE,64446,8184
SAN LUIS OBISPO,67428,6007
SAN PABLO,40498,7215
SANTA ANA,43282,7684
SANTA BARBARA,24973,6594
SANTA CRUZ,40566,7086
SANTA MONICA,34801,5774
SANTA ROSA,45201,6955
SHERMAN OAKS,16629,5947
SIMI VALLEY,33962,5559
STANFORD,60612,10782
STOCKTON,50728,6920
SUN CITY,18414,5116
TARZANA,46379,5531
TEMPLETON,55258,5754
THOUSAND OAKS,42346,6571
TORRANCE,37790,5786
TURLOCK,47562,6123
UKIAH,20365,6240
UPLAND,29527,5716
VALENCIA,55495,5908
VAN NUYS,27105,7533
VENTURA,31722,7542
VICTORVILLE,20714,5659
VISALIA,25595,6247
WALNUT CREEK,67276,6335
WATSONVILLE,56344,8960
WEST HILLS,50639,5298
WHITTIER,46197,6655
