city,avgCoveredCharges,averagePayments
ALAMEDA,28383,6708
ALHAMBRA,33686,7099
ANAHEIM,26307,5494
ANTIOCH,35594,7049
APPLE VALLEY,29218,5894
ARCADIA,29479,5985
ARCATA,26032,5505
ARROYO GRANDE,29689,5254
AUBURN,25768,5811
BAKERSFIELD,29955,5962
BANNING,21441,5940
BARSTOW,41840,6909
BELLFLOWER,29966,7444
BERKELEY,45755,8402
BRAWLEY,25090,6481
BURBANK,53486,5855
BURLINGAME,31732,6551
CAMARILLO,29775,4981
CARMICHAEL,33492,6402
CASTRO VALLEY,33973,6803
CHICO,28737,5272
CHINO,15391,5863
CHULA VISTA,38376,6167
CLOVIS,20239,5508
COALINGA,10487,9347
COLTON,19521,8863
COLUSA,19994,8807
CONCORD,64124,6630
CORONA,23372,6014
CORONADO,28565,4910
COSTA MESA,22225,4867
COVINA,22251,7160
CRESCENT CITY,22872,6795
CULVER CITY,39448,5929
DALY CITY,69108,7914
DELANO,24941,7722
DOWNEY,39323,6370
EL CENTRO,27199,6488
ENCINITAS,21952,5054
ENCINO,25925,5037
ESCONDIDO,25208,5447
EUREKA,28820,6221
FAIRFIELD,75815,7861
FALLBROOK,31726,5874
FOLSOM,33494,6317
FOUNTAIN VALLEY,37960,6429
FREMONT,77299,7949
FRESNO,23222,6585
FULLERTON,32910,4936
GARDEN GROVE,30535,8258
GARDENA,25525,6891
GILROY,50949,7426
GLENDALE,36218,6777
GLENDORA,25739,6188
GRASS VALLEY,27717,5651
GREENBRAE,47358,6440
HANFORD,23328,6040
HAWAIIAN GARDEN,26430,6274
HAYWARD,51802,9007
HEMET,18446,5766
HOLLISTER,26164,7926
HOLLYWOOD,19533,7942
HUNTINGTON BEAC,20734,5899
HUNTINGTON PARK,20263,7422
INDIO,37907,7193
INGLEWOOD,32068,6675
JACKSON,26213,6578
JOSHUA TREE,23627,6527
KING CITY,30358,12175
LA JOLLA,22760,5431
LA MESA,31628,5636
LA PALMA,22089,6667
LAGUNA HILLS,27658,5003
LAKEWOOD,41291,5693
LANCASTER,19678,6541
LODI,78691,5904
LOMA LINDA,25497,8732
LOMPOC,9441,6094
LONG BEACH,32351,6775
LOS ALAMITOS,44137,5295
LOS ANGELES,34113,8166
LOS BANOS,36663,16108
LYNWOOD,35658,8631
MADERA,17151,7146
MANTECA,73154,5402
MARINA DEL REY,39140,5130
MARTINEZ,22190,13442
MARYSVILLE,29161,5952
MERCED,35136,7039
MISSION HILLS,56441,6167
MISSION VIEJO,32793,5204
MODESTO,61315,6297
MONTCLAIR,18169,7114
MONTEBELLO,11987,6774
MONTEREY,35123,6205
MONTEREY PARK,51648,8063
MORENO VALLEY,31976,7645
MOUNTAIN VIEW,43602,6227
MURRIETA,17619,5260
NAPA,31925,6428
NATIONAL CITY,21173,7022
NEWPORT BEACH,19304,4770
NORTHRIDGE,39121,6697
NORWALK,16471,6668
NOVATO,28713,5755
OAKDALE,22808,5553
OAKLAND,28058,8477
OCEANSIDE,23184,5795
ORANGE,39053,7754
OROVILLE,22445,5996
OXNARD,42450,6054
PALM SPRINGS,39558,5962
PALMDALE,28071,5669
PANORAMA CITY,14164,6413
PARADISE,59809,5468
PASADENA,32958,6126
PETALUMA,46514,6317
PLACENTIA,33471,5126
PLACERVILLE,46515,5808
PLEASANTON,45748,6575
POMONA,42136,7082
PORTERVILLE,24467,6406
POWAY,25044,7122
RANCHO MIRAGE,43187,5082
RED BLUFF,30065,5950
REDDING,31292,6651
REDLANDS,35041,5405
REDWOOD CITY,51265,6295
REEDLEY,20560,5505
RIDGECREST,23464,6604
RIVERSIDE,34377,6605
ROSEVILLE,29677,5643
SACRAMENTO,33822,7758
SAINT HELENA,30748,7198
SALINAS,41381,8465
SAN BERNARDINO,30092,7510
SAN DIEGO,23305,6390
SAN DIMAS,27102,5316
SAN FRANCISCO,43720,9342
SAN GABRIEL,53846,7056
SAN JOSE,51255,8755
SAN LUIS OBISPO,34791,5487
SAN PABLO,39211,7220
SAN PEDRO,34544,5466
SAN RAMON,51884,6423
SANTA ANA,30625,7566
SANTA BARBARA,24396,5802
SANTA CRUZ,43144,6993
SANTA MARIA,32482,5990
SANTA MONICA,26678,5482
SANTA ROSA,32885,7468
SEBASTOPOL,12663,6679
SHERMAN OAKS,17248,5869
SIMI VALLEY,35199,5182
SONOMA,20821,6564
SONORA,35954,6666
STANFORD,63013,10480
STOCKTON,47550,6297
SUN CITY,17908,5230
SUN VALLEY,14163,7658
SYLMAR,19233,10008
TARZANA,45791,5498
TEMPLETON,52104,5326
THOUSAND OAKS,47644,6622
TORRANCE,36114,7244
TRACY,26015,5568
TULARE,18763,6438
TURLOCK,41826,5949
UKIAH,18161,5907
UPLAND,25080,5318
VACAVILLE,73483,6513
VALENCIA,51237,5263
VALLEJO,31895,7486
VAN NUYS,29467,7195
VENTURA,33925,6878
VICTORVILLE,22265,5417
VISALIA,24717,6075
WALNUT CREEK,43789,6417
WATSONVILLE,51350,8405
WEST HILLS,48854,5174
WHITTIER,41637,6352
WOODLAND,24860,5563
