city,avgCoveredCharges,averagePayments
ALAMEDA,23182,5821
ALHAMBRA,31325,6666
ANAHEIM,26652,5117
ANTIOCH,34594,6517
APPLE VALLEY,22434,5178
ARCADIA,23989,5247
ARCATA,13471,4841
ARROYO GRANDE,22193,4543
AUBURN,21311,5606
BAKERSFIELD,26635,5421
BALDWIN PARK,8055,4330
BANNING,18511,5395
BARSTOW,38889,6050
BELLFLOWER,24364,6639
BERKELEY,46543,7941
BLYTHE,24330,9267
BRAWLEY,23351,5701
BURBANK,40949,5094
BURLINGAME,38151,5387
CAMARILLO,29244,4327
CARMICHAEL,32778,6061
CASTRO VALLEY,30652,6164
CHICO,27626,4697
CHINO,15265,5409
CHULA VISTA,37056,5502
CLOVIS,17939,5092
COLTON,16368,7820
COLUSA,17517,7746
CONCORD,55882,6253
CORONA,22141,5473
COVINA,20359,6245
CULVER CITY,28558,5265
DALY CITY,55789,6239
DELANO,17088,6790
DOWNEY,35865,5754
EL CENTRO,26114,5894
ENCINITAS,26578,4478
ENCINO,24142,4614
ESCONDIDO,27562,4820
EUREKA,28788,5322
FAIRFIELD,78083,6977
FALLBROOK,20630,5193
FOLSOM,32236,5981
FONTANA,8297,4575
FOUNTAIN VALLEY,31113,5773
FREMONT,57236,6835
FRENCH CAMP,32207,7753
FRESNO,23227,5612
FULLERTON,31596,4533
GARDEN GROVE,24887,7310
GARDENA,23272,6301
GILROY,44751,6544
GLENDALE,31832,6191
GLENDORA,19409,5369
GRASS VALLEY,23599,4842
GREENBRAE,51857,6011
HANFORD,16908,5294
HAWAIIAN GARDEN,16455,5523
HAYWARD,46116,7517
HEMET,15930,5041
HOLLISTER,23722,6971
HOLLYWOOD,15944,6925
HUNTINGTON BEAC,18227,4977
HUNTINGTON PARK,21510,6623
INDIO,34225,6397
INGLEWOOD,30923,6064
JOSHUA TREE,20238,5740
LA JOLLA,27116,4853
LA MESA,29402,5346
LA PALMA,18554,5738
LAGUNA HILLS,23678,4351
LAKEWOOD,37760,5388
LANCASTER,15594,5867
LODI,67788,5282
LOMA LINDA,29498,7755
LOMPOC,6834,5274
LONG BEACH,31215,6004
LOS ALAMITOS,36133,5116
LOS ANGELES,36638,6940
LYNWOOD,27982,7609
MADERA,14599,6328
MANTECA,57137,4765
MARINA DEL REY,31290,5044
MARTINEZ,32379,14853
MARYSVILLE,25471,5317
MERCED,28181,6162
MISSION HILLS,56846,5470
MISSION VIEJO,29931,4769
MODESTO,46332,5522
MONTCLAIR,16205,6119
MONTEBELLO,13066,5994
MONTEREY,35936,5648
MONTEREY PARK,52602,7469
MORENO VALLEY,32237,6803
MOUNTAIN VIEW,46924,5723
MURRIETA,17036,4939
NAPA,43874,5757
NATIONAL CITY,21231,6159
NEWPORT BEACH,21127,4467
NORTHRIDGE,36804,5851
NORWALK,14222,5852
OAKLAND,39305,7629
OCEANSIDE,20694,5046
ORANGE,36228,6479
OROVILLE,21376,5347
OXNARD,32694,5376
PALM SPRINGS,52393,5373
PALMDALE,28284,5014
PANORAMA CITY,16775,6536
PARADISE,49986,4858
PASADENA,33403,5308
PETALUMA,46324,5649
PLACENTIA,34452,4734
PLACERVILLE,49355,5017
POMONA,34790,6487
PORTERVILLE,19092,5671
POWAY,27016,4296
RANCHO MIRAGE,40878,4623
RED BLUFF,28565,5442
REDDING,27305,5560
REDLANDS,25785,4717
REDWOOD CITY,46297,6030
RIDGECREST,17270,5775
RIVERSIDE,33349,5958
ROSEVILLE,30266,5117
SACRAMENTO,38433,7067
SAINT HELENA,32584,7428
SALINAS,35041,6961
SAN BERNARDINO,30538,6256
SAN DIEGO,26964,6184
SAN DIMAS,32518,4713
SAN FRANCISCO,36758,8423
SAN GABRIEL,43303,6273
SAN JOSE,48778,7326
SAN LEANDRO,31585,6103
SAN LUIS OBISPO,35259,4836
SAN PABLO,44868,6571
SAN RAMON,46912,5295
SANTA BARBARA,22592,5174
SANTA CRUZ,41650,6473
SANTA MARIA,26689,5467
SANTA MONICA,26188,5018
SANTA ROSA,31014,6217
SEBASTOPOL,13153,5874
SHERMAN OAKS,16125,5094
SIMI VALLEY,32403,4805
SONORA,30274,5893
STANFORD,59023,9292
STOCKTON,41942,5922
SUN CITY,18171,4649
SUN VALLEY,12963,7113
SYLMAR,24302,9730
TARZANA,34950,4959
TEMPLETON,42724,5192
THOUSAND OAKS,40303,5421
TORRANCE,37647,5270
TRACY,30260,5319
TULARE,14354,5705
TURLOCK,37547,5197
UKIAH,18673,5228
UPLAND,21188,4806
VALENCIA,41776,5101
VALLEJO,33058,6953
VAN NUYS,24864,6373
VENTURA,31235,5902
VICTORVILLE,22057,5497
VISALIA,22213,5397
WALNUT CREEK,57512,5549
WATSONVILLE,50675,7750
WEST HILLS,41627,4505
WHITTIER,39007,5574
