city,avgCoveredCharges,averagePayments
APPLE VALLEY,67726,15732
BAKERSFIELD,72043,15816
BERKELEY,97495,23261
BURBANK,106181,15505
CHICO,64903,13614
ENCINITAS,127977,15946
EUREKA,93203,16588
FRESNO,53386,16246
IRVINE,57984,13152
LA JOLLA,114104,17314
LA MESA,74337,15484
LANCASTER,106735,17863
LOMA LINDA,88505,21522
LONG BEACH,71759,17285
LOS ANGELES,143804,19248
MISSION VIEJO,79644,13841
MONTEREY,68290,17899
MOUNTAIN VIEW,139349,17280
MURRIETA,48688,14771
NEWPORT BEACH,72958,13320
ORANGE,141617,21901
OXNARD,125605,17433
PALMDALE,101814,15055
PASADENA,72551,15722
PLEASANTON,102978,17419
RANCHO MIRAGE,141355,13281
REDDING,66909,16818
RIVERSIDE,85597,16652
ROSEVILLE,79649,19163
SACRAMENTO,127206,20624
SALINAS,55210,18651
SAN BERNARDINO,55879,17777
SAN DIEGO,96512,16194
SAN FRANCISCO,88020,23411
SAN JOSE,158390,20774
SAN LUIS OBISPO,96855,15360
SAN RAMON,111529,16258
SANTA BARBARA,72491,16196
SANTA MONICA,71373,15117
STANFORD,139272,25299
STOCKTON,77974,17595
THOUSAND OAKS,93912,16722
TORRANCE,72696,14951
VENTURA,95858,14213
VISALIA,72880,16733
WHITTIER,122440,15819
