city,avgCoveredCharges,averagePayments
ARCADIA,60086,14777
BAKERSFIELD,62701,14155
BURBANK,159832,16295
CHICO,119044,14914
CHULA VISTA,116042,16177
CONCORD,174518,21393
COVINA,35084,17424
DALY CITY,212215,20968
DOWNEY,122575,17399
EUREKA,62624,18030
FAIRFIELD,186083,25521
FRESNO,56828,16972
FULLERTON,77967,13243
GLENDALE,104941,19702
HAYWARD,149235,22645
INGLEWOOD,79554,17137
LA JOLLA,74311,14645
LA MESA,72294,14782
LOMA LINDA,80333,24279
LONG BEACH,71308,17723
LOS ANGELES,187382,28710
LYNWOOD,71991,21948
MARYSVILLE,172859,38641
MISSION HILLS,196244,21068
MISSION VIEJO,106184,14607
MODESTO,140494,16990
NATIONAL CITY,62427,17825
NORTHRIDGE,119490,17889
OAKLAND,84020,20780
ORANGE,77261,16638
OXNARD,84703,17393
PASADENA,140806,20327
PLEASANTON,158839,20428
POMONA,111098,18981
RANCHO MIRAGE,124636,12716
RIVERSIDE,90805,18433
SACRAMENTO,108855,20312
SAINT HELENA,118503,20256
SAN BERNARDINO,101306,20436
SAN DIEGO,117022,21671
SAN FRANCISCO,186572,32894
SAN JOSE,172223,23549
STANFORD,351798,57093
STOCKTON,135900,19904
THOUSAND OAKS,87766,16132
TORRANCE,93097,13886
TURLOCK,114471,15142
VICTORVILLE,62126,13499
VISALIA,59063,15443
WHITTIER,97630,14580
