city,avgCoveredCharges,averagePayments
ALHAMBRA,72100,16655
ANAHEIM,77773,12859
ANTIOCH,69990,15855
APPLE VALLEY,35968,13490
ARCADIA,88474,15360
AUBURN,31741,10806
BAKERSFIELD,69034,13955
BERKELEY,123580,23140
BURBANK,174829,18772
BURLINGAME,65987,13031
CARMICHAEL,68274,17639
CASTRO VALLEY,76950,16837
CHICO,78306,13641
CHULA VISTA,72635,14432
CLOVIS,87409,33414
COLTON,37706,20264
CONCORD,135068,18297
CORONA,64004,14629
COVINA,40566,16253
CULVER CITY,75135,13357
DALY CITY,134999,18556
DOWNEY,138507,19316
EL CENTRO,58860,14686
ESCONDIDO,56951,12502
FAIRFIELD,132124,18441
FOUNTAIN VALLEY,78556,16181
FREMONT,88361,17420
FRESNO,55989,16632
FULLERTON,113639,16388
GARDEN GROVE,88740,18122
GARDENA,47362,15785
GLENDALE,90905,16414
GLENDORA,39893,13121
GREENBRAE,112978,17210
HANFORD,66816,15203
HAYWARD,129364,19202
HEMET,50467,13060
INGLEWOOD,82627,15079
LA JOLLA,75520,14335
LA MESA,69270,12470
LAGUNA HILLS,63026,11352
LAKEWOOD,70482,13310
LANCASTER,43179,15548
LODI,140504,13121
LOMA LINDA,77984,22143
LONG BEACH,67528,17454
LOS ALAMITOS,132686,13346
LOS ANGELES,99273,19396
LYNWOOD,64255,20203
MARINA DEL REY,74748,11893
MARYSVILLE,109694,24370
MERCED,68261,17323
MISSION HILLS,99235,14502
MISSION VIEJO,81323,13163
MODESTO,101821,14306
MONTEBELLO,30728,15326
MONTEREY,72779,16089
MONTEREY PARK,103820,19532
MOUNTAIN VIEW,94420,14574
MURRIETA,30504,11498
NAPA,132782,17208
NATIONAL CITY,42878,15701
NEWPORT BEACH,55663,12556
NORTHRIDGE,91046,16100
OAKLAND,94963,19351
OCEANSIDE,57243,13217
ORANGE,70879,15828
OXNARD,67079,14110
PALM SPRINGS,109868,14552
PALMDALE,69664,12925
PANORAMA CITY,30866,16891
PASADENA,84618,14823
POMONA,109037,17683
PORTERVILLE,62053,15038
RANCHO MIRAGE,121248,12729
REDDING,59032,14289
REDWOOD CITY,128841,14016
RIVERSIDE,73111,15695
ROSEVILLE,67683,13192
SACRAMENTO,139072,29606
SALINAS,73248,21121
SAN BERNARDINO,85229,17469
SAN DIEGO,78796,18701
SAN FRANCISCO,101849,25974
SAN GABRIEL,97915,17194
SAN JOSE,127991,21659
SAN LUIS OBISPO,64972,12011
SAN PABLO,93584,16743
SANTA BARBARA,82917,16083
SANTA CRUZ,103750,18417
SANTA MARIA,87528,16714
SANTA MONICA,61229,13614
SANTA ROSA,105166,15956
SHERMAN OAKS,110262,18611
STANFORD,220309,37984
STOCKTON,84286,15397
TARZANA,124178,14382
THOUSAND OAKS,121723,17936
TORRANCE,87928,14156
TURLOCK,118121,13750
UPLAND,61255,12875
VALENCIA,167250,20052
VALLEJO,68287,17183
VAN NUYS,61902,16732
VENTURA,57838,11481
VICTORVILLE,35814,12347
VISALIA,68444,13823
WALNUT CREEK,232067,31156
WEST HILLS,122487,13403
WHITTIER,86706,14011
