city,avgCoveredCharges,averagePayments
ALAMEDA,28608,4741
ANAHEIM,30063,4110
ANTIOCH,24593,5086
APPLE VALLEY,26249,4221
ARCADIA,24328,4171
ARCATA,15769,4126
BAKERSFIELD,19789,4360
BANNING,17097,4330
BARSTOW,38905,4862
BERKELEY,30275,5954
BRAWLEY,18785,4592
BURBANK,43516,4102
BURLINGAME,27271,4575
CAMARILLO,27152,3588
CARMICHAEL,36027,5714
CASTRO VALLEY,23853,4973
CHICO,27595,3770
CHINO,15825,4385
CHULA VISTA,35221,4420
COLTON,15729,6192
CONCORD,61107,4667
CORONA,23143,4379
COVINA,18900,5021
CULVER CITY,32136,4222
DALY CITY,53408,5110
DELANO,19919,5397
DOWNEY,39957,4674
EL CENTRO,24593,5747
ENCINO,25620,3662
ESCONDIDO,23402,3893
EUREKA,28014,4392
FAIRFIELD,60589,7093
FALLBROOK,20401,4222
FOLSOM,30691,4187
FOUNTAIN VALLEY,31914,4509
FREMONT,56382,5777
FRENCH CAMP,32367,6190
FRESNO,20351,4781
FULLERTON,31588,3639
GARDEN GROVE,33321,7281
GLENDALE,27773,4809
GLENDORA,22805,4124
GREENBRAE,33981,4602
HANFORD,13810,4270
HAWAIIAN GARDEN,22404,4471
HAYWARD,26249,5236
HEMET,17805,4067
HOLLISTER,19807,5543
HOLLYWOOD,17136,5577
HUNTINGTON BEAC,14684,4125
HUNTINGTON PARK,25130,5266
INDIO,31978,5089
INGLEWOOD,31022,4780
JOSHUA TREE,18410,4564
LA JOLLA,31330,3468
LA MESA,29420,4232
LA PALMA,17359,4877
LAGUNA HILLS,21189,3754
LAKEWOOD,34010,4086
LANCASTER,15022,4623
LODI,47353,4353
LOMA LINDA,22532,6078
LONG BEACH,29759,5006
LOS ALAMITOS,33602,3682
LOS ANGELES,29640,5633
LYNWOOD,29681,6057
MADERA,8397,5067
MANTECA,52981,3808
MARINA DEL REY,29119,3601
MARTINEZ,15988,8985
MARYSVILLE,22616,4246
MERCED,25256,5083
MISSION HILLS,50707,4530
MISSION VIEJO,31300,3840
MODESTO,54795,4520
MONTCLAIR,17479,4996
MONTEBELLO,11124,4805
MONTEREY,32271,6409
MONTEREY PARK,49450,5861
MORENO VALLEY,16423,4376
MURRIETA,16662,3707
NAPA,38306,4580
NATIONAL CITY,20739,4961
NEWPORT BEACH,18670,3498
NORTHRIDGE,38301,4545
NORWALK,13489,4766
OAKLAND,21378,6146
OCEANSIDE,21343,4077
ORANGE,40457,6375
OROVILLE,18574,4206
OXNARD,30570,4485
PALM SPRINGS,42641,5098
PALMDALE,21293,3915
PANORAMA CITY,16688,5197
PARADISE,48067,3839
PASADENA,25413,4281
PLACENTIA,32631,3631
PLACERVILLE,49314,4672
POMONA,40469,5163
PORTERVILLE,14501,4994
POWAY,19585,3536
RANCHO MIRAGE,35489,3604
REDDING,27542,4623
REDLANDS,20590,3778
REEDLEY,12656,3849
RIVERSIDE,37419,5038
ROSEVILLE,24086,4118
SACRAMENTO,35997,5541
SAINT HELENA,18431,5159
SALINAS,30922,6175
SAN BERNARDINO,28989,5043
SAN DIEGO,24921,4827
SAN DIMAS,25555,4246
SAN FRANCISCO,31338,6983
SAN GABRIEL,37954,4966
SAN JOSE,40735,5900
SAN LUIS OBISPO,26890,3745
SAN PABLO,37054,5213
SAN PEDRO,29332,4180
SANTA BARBARA,14840,4109
SANTA CRUZ,33289,4994
SANTA MARIA,26529,5383
SANTA MONICA,22253,4121
SANTA ROSA,39414,4792
SHERMAN OAKS,13133,4156
SIMI VALLEY,30395,3728
SONORA,26998,5210
SOUTH EL MONTE,32905,5648
STANFORD,57221,7302
STOCKTON,41743,4517
SUN CITY,15497,3673
SUN VALLEY,11323,5766
SYLMAR,13160,7433
TARZANA,31673,3864
TEMPLETON,37609,4088
THOUSAND OAKS,28320,4685
TORRANCE,31063,5043
TULARE,11705,4543
TURLOCK,34763,4201
UPLAND,28168,3790
VALENCIA,44453,3723
VALLEJO,29109,5524
VAN NUYS,21850,5421
VENTURA,25819,4777
VICTORVILLE,19738,4449
VISALIA,20898,4376
WALNUT CREEK,62420,5808
WATSONVILLE,43344,6108
WEST HILLS,33025,3752
WHITTIER,33382,4497
