city,avgCoveredCharges,averagePayments
ADA,8415,4801
ALTUS,9543,4087
ALVA,5679,5227
ANTLERS,5694,4328
ARDMORE,12605,4185
BARTLESVILLE,10188,3706
BLACKWELL,10643,4696
BROKEN ARROW,11485,3543
CHICKASHA,7476,4470
CLAREMORE,14913,4114
CLINTON,8553,4220
CUSHING,10970,4410
DUNCAN,11155,3719
DURANT,21670,4364
ELK CITY,12012,3583
ENID,20057,4316
FREDERICK,5187,4582
GROVE,10226,3925
GUYMON,11150,5132
HENRYETTA,9195,4654
HOBART,5561,4479
HOLLIS,5535,4284
HUGO,7405,4136
IDABEL,6921,4124
LAWTON,14296,4463
MCALESTER,12243,3786
MIAMI,10486,3805
MIDWEST CITY,23469,3808
MUSKOGEE,11410,5153
NORMAN,17040,3840
OKLAHOMA CITY,16784,4646
OKMULGEE,6143,4663
PAULS VALLEY,8023,3903
PERRY,7990,5194
PONCA CITY,15541,4133
POTEAU,8359,3975
PRYOR,8278,4787
PURCELL,4818,4210
SALLISAW,4271,4239
SAYRE,9175,3581
SHATTUCK,7337,4804
SHAWNEE,8057,4131
STILLWATER,10978,3817
STILWELL,4186,4138
TAHLEQUAH,6397,4692
TULSA,13219,4483
VINITA,6276,4252
WAGONER,8699,5154
WILBURTON,3388,4362
WOODWARD,12794,4130
YUKON,19987,3910
