city,avgCoveredCharges,averagePayments
ADA,12916,7051
ALTUS,14047,6040
ARDMORE,18551,6190
BARTLESVILLE,14700,5412
CHICKASHA,13222,6834
CLAREMORE,22303,6272
CLINTON,13949,6316
CUSHING,16345,6618
DUNCAN,14449,5415
DURANT,34265,6441
ELK CITY,19665,5781
ENID,32190,6593
FREDERICK,8599,6469
GROVE,11045,5583
HOBART,7298,6660
HOLLIS,7185,6165
HUGO,12674,6230
IDABEL,11069,6278
LAWTON,21620,6606
MCALESTER,16075,5404
MIAMI,15374,5828
MIDWEST CITY,32756,5519
MUSKOGEE,19557,8986
NORMAN,28427,5661
OKLAHOMA CITY,23788,6668
OKMULGEE,9038,6598
OWASSO,18394,5205
PAULS VALLEY,11177,5620
PONCA CITY,17540,5686
POTEAU,13523,5893
PURCELL,5610,6015
SAYRE,11085,5251
SHATTUCK,13521,6603
SHAWNEE,12883,5946
STILLWATER,15088,5827
STILWELL,6982,6207
TAHLEQUAH,9415,6833
TULSA,21407,6809
VINITA,11498,5942
WOODWARD,18038,5949
