city,avgCoveredCharges,averagePayments
ADA,12285,5649
ALTUS,13975,5895
ARDMORE,18177,6206
BARTLESVILLE,14180,5276
CHICKASHA,8569,6317
CLINTON,13352,6376
CUSHING,12402,6420
DUNCAN,11656,5380
DURANT,30242,6270
ENID,31116,6196
FREDERICK,6874,6638
HUGO,8530,5978
IDABEL,7775,5514
LAWTON,20382,6567
MCALESTER,12590,5431
MIAMI,13456,5738
MIDWEST CITY,41297,5613
MUSKOGEE,22008,6013
NORMAN,25467,5642
OKLAHOMA CITY,22573,6483
PAULS VALLEY,11872,5691
PONCA CITY,17151,5674
POTEAU,14020,5857
SHAWNEE,12128,6084
STILLWATER,12022,5635
TAHLEQUAH,12211,5523
TULSA,19503,6658
VINITA,11211,5577
YUKON,41912,7392
