city,avgCoveredCharges,averagePayments
ADA,11647,5499
ALTUS,10345,4517
ALVA,7575,5896
ANTLERS,6096,4828
ARDMORE,15305,4766
BARTLESVILLE,8870,4301
BRISTOW,10971,4970
BROKEN ARROW,12452,4480
CHICKASHA,8138,4911
CLAREMORE,17402,4670
CUSHING,12578,4857
DUNCAN,13365,4211
DURANT,27918,4987
EL RENO,16703,4530
ENID,20911,4395
GROVE,10078,4301
GUYMON,10252,5685
HENRYETTA,12059,5282
HOBART,5416,5054
HUGO,7487,4765
IDABEL,6766,4674
LAWTON,14616,4779
MCALESTER,10764,4293
MIAMI,11561,4281
MIDWEST CITY,29216,4340
MUSKOGEE,12988,4531
NORMAN,21394,4394
OKLAHOMA CITY,18827,5012
OKMULGEE,9540,5353
OWASSO,10010,3976
PAULS VALLEY,10611,4397
PERRY,11984,5593
PONCA CITY,16065,4462
POTEAU,11314,4525
PRYOR,9454,5138
PURCELL,5204,4883
SALLISAW,5079,4801
SAYRE,8183,3949
SEMINOLE,10076,4661
SHAWNEE,7626,4617
STILLWATER,11303,4269
STILWELL,5847,4636
TAHLEQUAH,8062,5147
TULSA,14289,4982
VINITA,8391,4634
WILBURTON,3736,4763
WOODWARD,13933,4614
YUKON,22470,4381
