city,avgCoveredCharges,averagePayments
ADA,8227,5399
ALTUS,9560,4634
ANTLERS,8250,4905
ARDMORE,16390,4946
CLINTON,9652,4881
CUSHING,14393,4975
DUNCAN,9449,4327
DURANT,25812,5095
ELK CITY,14594,4303
ENID,25569,4268
GROVE,9545,4473
HUGO,8843,4760
IDABEL,7317,4783
LAWTON,17396,5115
MCALESTER,17497,4462
MIAMI,11690,4457
MIDWEST CITY,32473,4443
MUSKOGEE,19394,4658
NORMAN,18558,4738
OKLAHOMA CITY,20743,5331
PONCA CITY,16469,4597
POTEAU,7965,4602
PURCELL,3824,4934
SEMINOLE,10412,4616
SHAWNEE,6613,4734
STILLWATER,10829,4521
TAHLEQUAH,6532,5110
TULSA,14161,4907
VINITA,6923,4720
YUKON,24648,4568
