city,avgCoveredCharges,averagePayments
ADA,20988,8242
ALTUS,21623,8382
ARDMORE,39973,9239
BARTLESVILLE,19322,7954
CLAREMORE,38354,8616
CUSHING,26928,9208
DUNCAN,21732,7650
DURANT,43584,8793
ELK CITY,32311,7666
ENID,53010,11296
IDABEL,16351,8549
LAWTON,26980,8409
MCALESTER,20480,7878
MIAMI,22500,8219
MIDWEST CITY,76100,8627
MUSKOGEE,27702,8602
NORMAN,54263,9079
OKLAHOMA CITY,41249,10034
PONCA CITY,25043,7925
POTEAU,23457,8459
SALLISAW,6988,7765
SHAWNEE,27353,8421
STILLWATER,20744,7751
TAHLEQUAH,18031,7911
TULSA,30001,9474
VINITA,15468,8383
YUKON,37615,8102
