city,avgCoveredCharges,averagePayments
ADA,15098,5610
ALTUS,14730,5552
ARDMORE,21744,6092
BARTLESVILLE,15734,5283
BROKEN ARROW,13694,4533
CHICKASHA,12666,5876
CLAREMORE,20743,5651
CUSHING,14890,5984
DUNCAN,14934,5744
DURANT,33838,6155
ELK CITY,12752,4923
ENID,35795,6377
FREDERICK,7684,6019
GROVE,15278,5461
HOBART,6740,5996
HOLLIS,7628,6293
HUGO,10803,5894
IDABEL,9180,5555
LAWTON,17861,5906
MCALESTER,13097,5155
MIAMI,11809,5405
MIDWEST CITY,33867,5361
MUSKOGEE,17104,6236
NORMAN,30370,5334
OKLAHOMA CITY,27262,6414
OKMULGEE,8428,6533
OWASSO,15349,6639
PAULS VALLEY,10662,5181
PONCA CITY,23858,5555
POTEAU,13874,5568
PRYOR,12967,6932
PURCELL,7042,6048
SALLISAW,5817,5942
SHAWNEE,12706,5684
STILLWATER,9692,5511
STILWELL,5825,5670
TAHLEQUAH,9776,5364
TULSA,18442,6170
VINITA,15493,5763
WAGONER,13393,7395
WILBURTON,5598,6048
YUKON,24193,5518
