city,avgCoveredCharges,averagePayments
AUGUSTA,23238,8819
BANGOR,20873,9124
BIDDEFORD,19004,7568
BRUNSWICK,16069,6210
CARIBOU,13601,6835
DAMARISCOTTA,20087,10108
ELLSWORTH,17309,6804
FARMINGTON,20847,8966
FORT KENT,13934,9449
LEWISTON,23319,9610
NORWAY,30822,14602
PORTLAND,23115,10341
PRESQUE ISLE,23855,9394
ROCKPORT,16678,7717
SANFORD,13587,6338
WATERVILLE,17209,9804
YORK,22316,6449
