city,avgCoveredCharges,averagePayments
AUGUSTA,25633,8576
BANGOR,15938,7691
BIDDEFORD,18505,7562
LEWISTON,15221,8036
PORTLAND,20049,8495
ROCKPORT,15886,8687
YORK,18098,6969
