city,avgCoveredCharges,averagePayments
AIKEN,47760,10227
ANDERSON,63700,10162
BAMBERG,10791,11135
BEAUFORT,32247,9746
CAMDEN,38956,8396
CHARLESTON,41809,10638
CHERAW,52994,8964
CLINTON,37921,8436
COLUMBIA,56817,13284
CONWAY,32308,9160
DARLINGTON,29254,10051
DILLON,27679,9042
EASLEY,45384,9577
FLORENCE,49219,9488
GAFFNEY,33915,7903
GEORGETOWN,29464,9382
GREENVILLE,39229,9436
GREENWOOD,43737,12500
GREER,26471,10155
HARTSVILLE,40461,8797
HILTON HEAD ISL,37398,11265
LANCASTER,79171,9344
LORIS,35591,9210
MANNING,18222,9340
MOUNT PLEASANT,43079,7976
MURRELLS INLET,34240,8526
MYRTLE BEACH,50346,7721
ORANGEBURG,40103,10245
ROCK HILL,32321,9149
SENECA,29379,8486
SIMPSONVILLE,21612,7971
SPARTANBURG,43089,9786
SUMTER,21806,8980
UNION,26230,8704
WALTERBORO,34542,9273
WEST COLUMBIA,49396,8567
