city,avgCoveredCharges,averagePayments
AIKEN,31368,11083
ANDERSON,59226,11613
BEAUFORT,29299,11527
CHARLESTON,41687,13515
COLUMBIA,51282,13571
CONWAY,45967,10584
EASLEY,48134,10453
FLORENCE,50671,11604
GEORGETOWN,26625,10018
GREENVILLE,38756,11608
GREENWOOD,51846,15476
LANCASTER,55301,10576
LORIS,23990,10403
MURRELLS INLET,36477,9398
MYRTLE BEACH,38086,9647
ORANGEBURG,34902,11232
ROCK HILL,38179,11046
SENECA,36971,9885
SPARTANBURG,32059,10773
SUMTER,24701,10232
WALTERBORO,44877,10827
WEST COLUMBIA,45644,10411
