city,avgCoveredCharges,averagePayments
AIKEN,24556,7760
ANDERSON,51867,8452
BAMBERG,9027,8825
BEAUFORT,26338,7842
BENNETTSVILLE,24787,7549
CAMDEN,23324,6947
CHARLESTON,36034,7983
CHERAW,40833,7002
CLINTON,32480,7929
COLUMBIA,36418,9028
CONWAY,27151,7709
DILLON,18689,6629
EASLEY,31907,7332
FLORENCE,35527,7406
GAFFNEY,29091,6567
GEORGETOWN,20273,7438
GREENVILLE,30985,8245
GREENWOOD,32437,9993
GREER,21824,6990
HARTSVILLE,29550,7045
HILTON HEAD ISL,24096,9144
LAKE CITY,11020,7876
LANCASTER,58531,7118
LORIS,19315,7318
MANNING,17454,7345
MULLINS,18877,6556
MURRELLS INLET,20468,6058
MYRTLE BEACH,28826,6395
NEWBERRY,23606,8194
ORANGEBURG,31730,8399
ROCK HILL,21105,7411
SENECA,22804,6824
SPARTANBURG,27814,7670
SUMTER,22407,7523
UNION,27364,7564
VARNVILLE,25715,8934
WALTERBORO,33494,7371
WEST COLUMBIA,33103,6561
