city,avgCoveredCharges,averagePayments
AIKEN,18934,5111
ANDERSON,26510,5089
BAMBERG,6797,6517
BARNWELL,7577,6669
BEAUFORT,15426,5224
BENNETTSVILLE,20222,4915
CAMDEN,15749,4415
CHARLESTON,21921,5175
CHERAW,21193,4626
CHESTER,10912,4963
CLINTON,17725,5117
COLUMBIA,24327,5777
CONWAY,18320,4985
DARLINGTON,15352,4513
DILLON,16285,4940
EASLEY,19425,5137
FLORENCE,27420,4916
GAFFNEY,19858,4392
GEORGETOWN,15392,4939
GREENVILLE,20155,5494
GREENWOOD,18817,6356
GREER,14867,5045
HARDEEVILLE,15169,4649
HARTSVILLE,17127,4891
HILTON HEAD ISL,17661,6241
LAKE CITY,10896,5497
LANCASTER,30982,4632
LORIS,20569,5223
MANNING,9023,4860
MOUNT PLEASANT,22944,4271
MULLINS,15516,4695
MURRELLS INLET,13855,4001
MYRTLE BEACH,18546,4169
NEWBERRY,12824,5375
ORANGEBURG,20324,5282
PICKENS,11992,4272
ROCK HILL,14357,4891
SENECA,15704,4468
SIMPSONVILLE,14740,4383
SPARTANBURG,20539,5028
SUMTER,12351,4812
UNION,14542,5078
VARNVILLE,10496,5444
WALTERBORO,16598,4794
WEST COLUMBIA,22293,4687
