city,avgCoveredCharges,averagePayments
AIKEN,22110,4918
BEAUFORT,16812,4978
CAMDEN,16443,4240
CHARLESTON,20809,6237
COLUMBIA,24722,5480
CONWAY,13675,4912
FLORENCE,30089,4796
GEORGETOWN,9312,4679
GREENVILLE,23227,5503
GREENWOOD,20098,6309
HARTSVILLE,14621,4649
HILTON HEAD ISL,16180,5834
LANCASTER,42882,4596
MULLINS,23358,4373
MURRELLS INLET,14924,3877
MYRTLE BEACH,16534,4029
ORANGEBURG,18038,5091
ROCK HILL,15862,4627
SENECA,15408,4334
SPARTANBURG,19741,5159
SUMTER,10430,4696
WEST COLUMBIA,26110,4191
