city,avgCoveredCharges,averagePayments
AIKEN,16226,4151
ANDERSON,24181,4588
BEAUFORT,13746,4231
CHARLESTON,19119,4448
CHERAW,18303,3796
COLUMBIA,18338,4509
CONWAY,14565,4197
FLORENCE,27570,4143
GREENVILLE,17558,4183
GREENWOOD,18689,5475
GREER,16460,4237
HARDEEVILLE,11693,4002
HARTSVILLE,17560,4013
HILTON HEAD ISL,17310,4965
LANCASTER,30739,3842
MURRELLS INLET,11823,3245
MYRTLE BEACH,21023,3734
ROCK HILL,11994,4007
SENECA,13689,3978
SPARTANBURG,15593,4181
SUMTER,10940,3935
WEST COLUMBIA,15204,3557
