city,avgCoveredCharges,averagePayments
AIKEN,33652,9124
ANDERSON,64446,9221
BEAUFORT,24893,8504
CAMDEN,25292,7293
CHARLESTON,37446,8457
CHESTER,22065,8049
COLUMBIA,27778,7627
DARLINGTON,15392,6535
DILLON,23208,7568
EASLEY,38044,8365
FLORENCE,47153,7982
GAFFNEY,23205,7179
GEORGETOWN,24846,8595
GREENVILLE,30601,8359
GREENWOOD,31563,10570
GREER,19558,8136
HARTSVILLE,30749,7946
HILTON HEAD ISL,22368,9986
LANCASTER,48015,7581
LORIS,21462,7842
MANNING,16968,7815
MOUNT PLEASANT,43198,6956
MULLINS,26219,7466
MURRELLS INLET,20228,6542
MYRTLE BEACH,29454,7149
ORANGEBURG,30404,8912
ROCK HILL,25240,8106
SENECA,21486,7398
SIMPSONVILLE,17494,7794
SPARTANBURG,27316,8411
SUMTER,24352,8549
UNION,28121,7785
WEST COLUMBIA,48470,9702
