city,avgCoveredCharges,averagePayments
AIKEN,39896,10853
ANDERSON,67434,9937
BEAUFORT,20815,8182
CAMDEN,23893,6831
CHARLESTON,32998,8926
COLUMBIA,29215,8099
FLORENCE,41308,7795
GAFFNEY,25142,6985
GEORGETOWN,19323,7462
GREENVILLE,37430,8460
GREENWOOD,26190,10214
HARTSVILLE,29259,7672
LANCASTER,60665,7439
LORIS,31734,8317
MURRELLS INLET,20596,6191
MYRTLE BEACH,29099,6932
ORANGEBURG,40401,9170
ROCK HILL,23321,7651
SENECA,23352,7003
SPARTANBURG,32115,8470
SUMTER,23924,8206
WALTERBORO,29282,7118
WEST COLUMBIA,32054,6914
