city,avgCoveredCharges,averagePayments
AIKEN,17030,4756
ANDERSON,25771,4785
CAMDEN,15164,4149
CHARLESTON,20841,4964
CHERAW,18303,4357
CLINTON,14354,4675
COLUMBIA,22733,5284
CONWAY,13470,4620
FLORENCE,26586,4522
GEORGETOWN,15679,4600
GREENVILLE,23233,4635
GREENWOOD,16294,6577
HARTSVILLE,18338,4529
HILTON HEAD ISL,16499,5972
LANCASTER,34951,4404
MULLINS,14572,4194
MURRELLS INLET,16977,4100
MYRTLE BEACH,17852,4164
ORANGEBURG,20319,5059
ROCK HILL,14898,4642
SENECA,14223,4363
SPARTANBURG,22980,5126
SUMTER,8682,4478
WEST COLUMBIA,24951,4254
