city,avgCoveredCharges,averagePayments
AKRON,25148,8588
BATAVIA,15820,7568
CAMBRIDGE,11414,7617
CANTON,12973,7302
CHILLICOTHE,17687,7642
CINCINNATI,19670,8141
CLEVELAND,25099,10102
COLUMBUS,22932,8953
CONCORD,22508,6362
DAYTON,36319,8325
DOVER,9691,6626
ELYRIA,16420,6824
EUCLID,21850,6848
FAIRFIELD,27033,7365
FINDLAY,19147,6843
GARFIELD HEIGHT,24401,6621
HAMILTON,24170,7456
KETTERING,27026,8280
LANCASTER,11323,7042
LIMA,22079,7314
LORAIN,18104,7300
MANSFIELD,16808,6832
MARIETTA,14871,6557
MAYFIELD HEIGHT,20710,6911
MEDINA,16646,6587
MIDDLEBURG HEIG,29174,6807
OREGON,26592,8013
PARMA,13380,6284
SALEM,14723,6744
SANDUSKY,19751,7175
STEUBENVILLE,11333,7078
TROY,22554,7281
WESTERVILLE,15828,8234
WESTLAKE,14297,6953
WOOSTER,5728,6406
YOUNGSTOWN,20980,7366
ZANESVILLE,17722,7610
