city,avgCoveredCharges,averagePayments
AKRON,35694,7704
ASHTABULA,18380,6506
BATAVIA,14879,5830
BELLEFONTAINE,9658,7953
CANTON,16832,7183
CHARDON,28179,6177
CHILLICOTHE,22858,7361
CINCINNATI,25013,8427
CLEVELAND,33043,9459
COLUMBUS,30972,8970
CONCORD,27045,6022
DAYTON,56070,7826
ELYRIA,23336,6505
FINDLAY,16375,6507
FRANKLIN,42923,7281
GALLIPOLIS,20124,6758
GARFIELD HEIGHT,22979,5613
HAMILTON,27369,7004
KETTERING,34986,7627
LANCASTER,15904,7660
LIMA,25841,6911
LORAIN,28031,6684
MANSFIELD,19528,6385
MARIETTA,22503,5956
MARION,19299,7165
MAUMEE,13014,6488
MAYFIELD HEIGHT,28169,6323
MIDDLEBURG HEIG,30622,6221
MOUNT VERNON,14980,7702
NEWARK,16036,6096
OREGON,30429,6298
PARMA,13191,6248
PORTSMOUTH,24865,7833
SANDUSKY,27890,7649
SPRINGFIELD,19883,6794
SYLVANIA,28283,6219
TOLEDO,45234,9060
TROY,25327,8154
WARREN,29473,6164
WEST CHESTER,26707,5988
WESTERVILLE,14112,6614
WESTLAKE,21219,7227
WOOSTER,7217,5966
YOUNGSTOWN,24882,6903
ZANESVILLE,20340,6997
