city,avgCoveredCharges,averagePayments
AKRON,59265,12428
ALLIANCE,18693,9045
ASHTABULA,23544,10685
BATAVIA,21818,9033
BEACHWOOD,33693,8773
BEDFORD,31919,9013
BELLEFONTAINE,14820,12661
BOARDMAN,28135,9103
CAMBRIDGE,16318,10654
CANTON,23247,11811
CHARDON,32865,8740
CHILLICOTHE,31431,11380
CINCINNATI,39336,12406
CLEVELAND,50191,15318
COLUMBUS,47420,14163
CONCORD,42198,9532
DAYTON,69193,13084
DOVER,11714,9353
ELYRIA,27934,9829
FAIRFIELD,32952,10250
FRANKLIN,60020,11277
GALLIPOLIS,29590,9991
GARFIELD HEIGHT,38559,9107
HAMILTON,57611,12584
KETTERING,43205,11630
LANCASTER,27758,10682
LIMA,34870,10288
LORAIN,33560,10313
MANSFIELD,30718,10741
MARIETTA,25322,8029
MARION,23046,10175
MARTINS FERRY,19524,8751
MAUMEE,31128,10432
MAYFIELD HEIGHT,43037,9459
MEDINA,15993,7194
MIDDLEBURG HEIG,38944,9921
MOUNT VERNON,25682,10855
NEWARK,15989,9724
OREGON,36895,10069
PARMA,22048,9546
PORTSMOUTH,34858,12514
RAVENNA,33923,9761
SALEM,21685,10375
SANDUSKY,30994,12089
SPRINGFIELD,33517,11692
STEUBENVILLE,22895,9772
SYLVANIA,50214,10497
TOLEDO,67534,15966
TROY,46450,10052
WARREN,38590,9576
WARRENSVILLE HE,38172,11179
WEST CHESTER,40250,8525
WESTERVILLE,11700,10462
WESTLAKE,28860,10401
WILMINGTON,10097,8984
WOOSTER,9631,8493
XENIA,45779,10223
YOUNGSTOWN,30125,10759
ZANESVILLE,29292,11253
