city,avgCoveredCharges,averagePayments
ALAMOSA,12463,5365
AURORA,25187,6558
BOULDER,19069,4357
BRIGHTON,18620,5904
CANON CITY,14733,5440
COLORADO SPRING,19018,4698
DELTA,10958,4603
DENVER,25829,5716
DURANGO,12390,5714
ENGLEWOOD,29832,4965
FORT COLLINS,14698,4843
FORT MORGAN,17751,5833
GLENWOOD SPRING,20405,6678
GRAND JUNCTION,13664,5052
GREELEY,15854,4983
LA JUNTA,7744,5130
LAFAYETTE,23021,4471
LAKEWOOD,24760,4824
LITTLETON,29595,4481
LONE TREE,26116,5106
LONGMONT,20089,4729
LOUISVILLE,19258,5218
LOVELAND,14973,4256
MONTROSE,11142,4846
PARKER,33388,4672
PUEBLO,22364,4833
STERLING,13662,6630
THORNTON,27230,5087
WESTMINSTER,20744,5299
WHEAT RIDGE,21417,4621
