city,avgCoveredCharges,averagePayments
ALAMOSA,17160,6694
AURORA,31441,8998
BOULDER,23265,5752
BRIGHTON,22735,7601
CANON CITY,20650,7057
CHEYENNE WELLS,10364,15172
COLORADO SPRING,24236,6129
DELTA,17302,5920
DENVER,31874,6800
DURANGO,17166,7543
ENGLEWOOD,36241,6245
FORT COLLINS,20838,5753
FORT MORGAN,24058,7176
GLENWOOD SPRING,20266,8911
GRAND JUNCTION,21941,6703
GREELEY,19625,6866
LA JUNTA,11032,6637
LAFAYETTE,26484,5683
LAKEWOOD,29749,6139
LITTLETON,34631,6107
LONE TREE,43817,6023
LONGMONT,29784,5997
LOUISVILLE,23348,6428
LOVELAND,20876,5627
MONTROSE,11245,6327
PARKER,35275,5866
PUEBLO,27966,6190
STERLING,13983,8603
THORNTON,30715,6434
WESTMINSTER,25946,6495
WHEAT RIDGE,24461,5964
