city,avgCoveredCharges,averagePayments
ALAMOSA,23762,11622
AURORA,67383,16023
BOULDER,46221,10914
BRIGHTON,34167,13096
CANON CITY,31172,12515
COLORADO SPRING,51652,12132
DENVER,68989,14575
DURANGO,34856,14234
ENGLEWOOD,101433,13534
FORT COLLINS,50275,13711
FORT MORGAN,30942,13390
GLENWOOD SPRING,41692,18095
GRAND JUNCTION,39255,12635
GREELEY,39083,12705
LAFAYETTE,50046,11475
LAKEWOOD,64445,12033
LITTLETON,85497,11600
LONE TREE,68316,11232
LONGMONT,81478,15962
LOUISVILLE,41572,12023
LOVELAND,36734,12297
MONTROSE,24270,10982
PARKER,61486,10946
PUEBLO,48666,11577
STERLING,34722,16338
THORNTON,58340,12181
WESTMINSTER,51836,13255
WHEAT RIDGE,62645,12088
