city,avgCoveredCharges,averagePayments
AURORA,19583,5614
BOULDER,21484,3990
BRIGHTON,18864,4793
CANON CITY,16947,4936
COLORADO SPRING,18897,4365
DELTA,9810,4181
DENVER,26422,4704
DURANGO,11212,5162
ENGLEWOOD,23557,4339
FORT COLLINS,13560,4311
FORT MORGAN,23185,5347
GRAND JUNCTION,15410,4485
GREELEY,16516,4606
LITTLETON,26577,4111
LONE TREE,25218,4125
LONGMONT,23290,4220
LOVELAND,13567,3674
MONTROSE,9681,4371
PUEBLO,19877,4541
STEAMBOAT SPRIN,10852,7839
STERLING,10761,6093
WESTMINSTER,18745,4608
WHEAT RIDGE,21668,4336
