city,avgCoveredCharges,averagePayments
AURORA,64711,13777
BOULDER,64531,11193
COLORADO SPRING,48172,10680
DENVER,65001,12672
DURANGO,34590,13526
ENGLEWOOD,55078,11383
FORT COLLINS,43316,10903
GRAND JUNCTION,34889,12031
GREELEY,55119,13666
LAFAYETTE,62868,10813
LAKEWOOD,72931,11674
LITTLETON,80281,11300
LONE TREE,77378,10693
LONGMONT,51813,10909
LOUISVILLE,42514,11952
LOVELAND,43359,10162
MONTROSE,27594,11581
PARKER,66554,12526
PUEBLO,65643,11480
STERLING,42406,16138
THORNTON,71934,12433
WESTMINSTER,57724,12013
WHEAT RIDGE,60460,11288
