city,avgCoveredCharges,averagePayments
AURORA,151055,33058
BOULDER,194571,36516
COLORADO SPRING,119041,26597
DENVER,139664,29601
DURANGO,81636,27865
ENGLEWOOD,115241,26511
FORT COLLINS,64562,25719
FRISCO,205788,39983
GLENWOOD SPRING,94165,36100
GRAND JUNCTION,61060,27263
GREELEY,121336,29850
LAFAYETTE,200117,32706
LAKEWOOD,167851,26122
LITTLETON,189568,25516
LONE TREE,169735,26310
LONGMONT,128856,28610
LOVELAND,85544,24095
PARKER,183900,28365
PUEBLO,209653,28609
STEAMBOAT SPRIN,73351,42723
VAIL,98352,54260
WHEAT RIDGE,152090,27713
