city,avgCoveredCharges,averagePayments
ANCHORAGE,48300,14915
BETHEL,7763,10094
FAIRBANKS,36521,19375
JUNEAU,24326,13266
PALMER,38441,11892
SITKA,10426,7487
SOLDOTNA,28395,12229
