city,avgCoveredCharges,averagePayments
AHOSKIE,23786,8702
ALBEMARLE,19006,8452
ASHEBORO,16975,8786
ASHEVILLE,19460,9437
BOONE,22677,10823
BURLINGTON,13167,8409
CARY,37025,8466
CHAPEL HILL,18660,13996
CHARLOTTE,28079,9994
CLINTON,17133,9011
CLYDE,18115,8357
CONCORD,21084,9170
DUNN,22483,10185
DURHAM,28051,12039
EDEN,21274,8623
ELIZABETH CITY,28063,11018
ELKIN,24189,7907
FAYETTEVILLE,44253,10984
GASTONIA,23410,9558
GOLDSBORO,16533,10001
GREENSBORO,21366,9929
GREENVILLE,29492,12366
HAMLET,47123,8862
HENDERSON,21632,9697
HENDERSONVILLE,20471,8481
HICKORY,32770,8504
HIGH POINT,26373,8897
HUNTERSVILLE,23568,8870
JACKSONVILLE,29166,9024
KINGS MOUNTAIN,19762,8467
KINSTON,21233,9251
LAURINBURG,30264,9482
LENOIR,21686,8948
LEXINGTON,16825,7828
LINCOLNTON,27735,8654
LUMBERTON,24336,10821
MARION,18293,9719
MATTHEWS,35476,8397
MONROE,16739,9740
MOORESVILLE,43557,8202
MOREHEAD CITY,22451,10088
MORGANTON,26135,8785
MOUNT AIRY,17046,8948
MURPHY,16233,8427
NEW BERN,19497,10234
NORTH WILKESBOR,16152,8452
OXFORD,19081,8899
PINEHURST,27649,9302
RALEIGH,34060,9201
ROANOKE RAPIDS,26562,9098
ROCKY MOUNT,23087,10570
ROXBORO,17472,10142
RUTHERFORDTON,17730,8758
SALISBURY,26648,8893
SANFORD,48038,8162
SHELBY,22005,8694
SMITHFIELD,33693,9846
SPRUCE PINE,13105,8285
STATESVILLE,40739,9891
SUPPLY,26237,9086
SYLVA,18465,10125
TARBORO,25193,8991
THOMASVILLE,19802,8671
VALDESE,28896,7903
WADESBORO,23197,10065
WASHINGTON,12848,9106
WHITEVILLE,22954,9521
WILLIAMSTON,42609,9115
WILMINGTON,21550,9758
WILSON,34497,10175
WINSTON-SALEM,24964,12397
