city,avgCoveredCharges,averagePayments
AHOSKIE,12142,4383
ASHEVILLE,9938,4357
BOONE,8360,4919
BURLINGTON,7086,3952
CARY,17062,3793
CHAPEL HILL,7902,6596
CHARLOTTE,13850,4656
CONCORD,10635,4959
FAYETTEVILLE,20252,4711
GASTONIA,10224,4136
GOLDSBORO,8311,4487
GREENSBORO,10201,4601
GREENVILLE,11568,5910
HENDERSONVILLE,8023,3642
HIGH POINT,11828,5783
KENANSVILLE,8342,4304
KINSTON,8447,4182
LAURINBURG,11420,4094
LUMBERTON,13496,4860
MATTHEWS,10550,3643
MONROE,7964,4383
NEW BERN,9127,4469
NORTH WILKESBOR,8366,3801
PINEHURST,9001,3968
RALEIGH,12398,4635
ROANOKE RAPIDS,10399,4069
ROCKY MOUNT,10001,4695
SANFORD,17481,3728
SHELBY,13890,4174
TARBORO,13558,4164
WHITEVILLE,8184,4369
WILMINGTON,9547,4686
WILSON,13296,4271
WINSTON-SALEM,9082,5346
