city,avgCoveredCharges,averagePayments
AHOSKIE,21757,12625
ALBEMARLE,27998,11436
ASHEBORO,20877,11403
ASHEVILLE,23319,12732
BOONE,33237,15073
BURLINGTON,18691,11809
CARY,46950,11961
CHAPEL HILL,28132,20125
CHARLOTTE,41394,14435
CLINTON,29540,13251
CLYDE,21646,11278
CONCORD,28524,12922
DUNN,24709,13727
DURHAM,33089,15865
EDEN,21218,11840
ELIZABETH CITY,25922,13744
ELKIN,36824,12204
FAYETTEVILLE,52886,14256
GASTONIA,26889,12202
GOLDSBORO,17863,13662
GREENSBORO,23157,13380
GREENVILLE,40135,17864
HAMLET,57658,11524
HENDERSONVILLE,19616,10672
HICKORY,43628,11283
HIGH POINT,29754,12138
HUNTERSVILLE,24404,10688
JACKSONVILLE,38540,13989
KINGS MOUNTAIN,19013,11285
KINSTON,28462,12944
LAURINBURG,31433,11858
LENOIR,21742,12015
LEXINGTON,20135,10851
LINCOLNTON,41721,11502
LUMBERTON,34745,14815
MATTHEWS,36093,11642
MONROE,21565,13380
MOORESVILLE,64030,11935
MOREHEAD CITY,28974,15057
MORGANTON,28875,11383
MOUNT AIRY,21256,12067
MURPHY,22659,11682
NEW BERN,29112,14546
NORTH WILKESBOR,20824,11568
OXFORD,25543,12376
PINEHURST,27656,12241
RALEIGH,36283,12700
ROCKY MOUNT,29617,14286
RUTHERFORDTON,20072,11194
SALISBURY,38377,12249
SANFORD,71590,11258
SHELBY,24536,12648
SMITHFIELD,46326,13193
STATESVILLE,60797,12732
SUPPLY,30533,12092
SYLVA,28272,11852
TARBORO,21694,12184
VALDESE,36988,10541
WHITEVILLE,36513,14013
WILMINGTON,26731,13674
WILSON,39555,12489
WINSTON-SALEM,29322,16850
