city,avgCoveredCharges,averagePayments
AHOSKIE,15781,7744
ALBEMARLE,14018,6564
ASHEBORO,23404,8224
ASHEVILLE,13427,7471
BURLINGTON,12909,7160
CARY,24048,6706
CHAPEL HILL,14509,11851
CHARLOTTE,25601,9034
CLINTON,12837,7579
CLYDE,15786,6886
CONCORD,16469,7614
DUNN,19662,8759
DURHAM,20611,9104
EDEN,14415,7289
ELIZABETH CITY,17493,8215
FAYETTEVILLE,33432,8870
GASTONIA,14133,7338
GOLDSBORO,14168,8204
GREENSBORO,15396,8152
GREENVILLE,22440,10390
HENDERSON,17730,8035
HENDERSONVILLE,14909,6721
HICKORY,25769,6718
HIGH POINT,18278,6814
HUNTERSVILLE,17952,6701
JACKSONVILLE,26354,7578
KINSTON,15463,7609
LAURINBURG,17294,7265
LENOIR,14088,6894
LINCOLNTON,25428,7082
LUMBERTON,21766,8897
MATTHEWS,18361,6670
MONROE,11974,7607
MOORESVILLE,25433,6505
MOREHEAD CITY,18265,8338
MORGANTON,17540,6779
MOUNT AIRY,15293,7276
NEW BERN,13375,8095
PINEHURST,17789,7428
RALEIGH,20676,7374
ROANOKE RAPIDS,15466,7643
ROCKY MOUNT,19836,8918
ROXBORO,12051,7684
RUTHERFORDTON,15656,6589
SALISBURY,19374,6717
SANFORD,35892,6621
SHELBY,18828,7205
SMITHFIELD,36168,8065
STATESVILLE,30131,8027
SUPPLY,17444,6985
TARBORO,18535,7340
WHITEVILLE,18168,7316
WILLIAMSTON,31307,7219
WILMINGTON,16621,8329
WILSON,26384,7967
WINSTON-SALEM,17453,10061
