city,avgCoveredCharges,averagePayments
AHOSKIE,11056,4214
ASHEVILLE,12508,4729
BOONE,7622,4933
BURLINGTON,10804,4258
CARY,18850,3826
CHAPEL HILL,16899,7810
CHARLOTTE,14449,4967
CLYDE,9572,3895
CONCORD,14216,4406
DUNN,13816,4983
DURHAM,18562,5679
EDEN,8098,4191
ELIZABETH CITY,13405,4922
FAYETTEVILLE,20908,4871
GASTONIA,11939,4328
GOLDSBORO,9768,4686
GREENSBORO,10649,4832
GREENVILLE,16769,6140
HAMLET,20202,4144
HICKORY,31279,3826
HIGH POINT,13025,3946
JACKSONVILLE,12516,4347
KINSTON,14137,4376
LAURINBURG,12290,4301
LEXINGTON,11728,4172
LUMBERTON,13703,5188
MOORESVILLE,16397,3832
MOREHEAD CITY,9353,4652
NEW BERN,9884,4673
NORTH WILKESBOR,9275,3838
PINEHURST,11109,4192
RALEIGH,16936,4447
ROANOKE RAPIDS,10515,4355
ROCKY MOUNT,13276,4827
ROXBORO,8922,4784
RUTHERFORDTON,12022,4267
SALISBURY,13402,4063
SANFORD,20089,3845
SHELBY,14212,4394
SMITHFIELD,13621,4517
TARBORO,13432,4231
WHITEVILLE,12750,4561
WILMINGTON,11123,4835
WILSON,17134,4491
WINSTON-SALEM,12948,6263
