city,avgCoveredCharges,averagePayments
ASHEVILLE,31372,13081
CARY,73812,11525
CHAPEL HILL,38145,18926
CHARLOTTE,38530,13621
CONCORD,37921,12421
DURHAM,73536,17458
ELIZABETH CITY,38084,14014
FAYETTEVILLE,41434,13964
GASTONIA,55040,13191
GOLDSBORO,21965,13452
GREENSBORO,28547,12918
GREENVILLE,56061,15554
HENDERSONVILLE,25160,11590
HICKORY,53196,11360
HIGH POINT,48130,12754
KINSTON,28230,12546
NEW BERN,36527,14929
PINEHURST,42958,12178
RALEIGH,66433,13555
ROCKY MOUNT,37740,13960
STATESVILLE,50773,11344
WILMINGTON,35193,13293
WINSTON-SALEM,37894,14886
